Airline,Date,EBITDA,Status,Country,Region,IATA
Cathay Pacific,2020'Q3,-10.0,public,HK,Asia Pacific,CX
Copa Holdings,2020'Q3,11.0,public,PA,Latin America,CM
Gol Linhas Aereas,2020'Q3,7.0,public,BR,Latin America,G3
LATAM Airlines,2020'Q3,-28.0,public,CL,Latin America,LA
Air China,2020'Q3,16.0,public,CN,China,CA
China Eastern,2020'Q3,16.0,public,CN,China,MU
China Southern,2020'Q3,18.0,public,CN,China,CZ
Hainan Airlines,2020'Q3,-23.0,public,CN,China,HU
Spring Airlines,2020'Q3,13.0,public,CN,China,9C
Juneyao Airlines,2020'Q3,6.0,public,CN,China,HO
Indigo,2020'Q3,2.0,public,IN,India,6E
SpiceJet,2020'Q3,14.0,public,IN,India,SG
Jet Airways,2020'Q3,-50.0,public,IN,India,9W
Kenya Airlines,2020'Q3,13.0,public,KE,Africa,KQ
Comair,2020'Q3,12.0,public,ZA,Africa,MN
Emirates,2020'Q3,-19.0,private,AE,Middle East,EK
Qatar Airways,2020'Q3,-32.0,private,QA,Middle East,QR
Aeroflot,2020'Q3,-30.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q3,1.0,public,TR,Turkey,TK
Air Arabia,2020'Q3,26.0,public,AE,Middle East,G9
Jazeera Airways,2020'Q3,-3.0,public,KW,Middle East,J9
American Airlines,2020'Q4,-50.0,public,US,North America,AA
Delta Air Lines,2020'Q4,-34.0,public,US,North America,DL
Southwest Airlines,2020'Q4,-39.0,public,US,North America,WN
United Airlines,2020'Q4,-42.0,public,US,North America,UA
Alaska Air,2020'Q4,-36.0,public,US,North America,AS
JetBlue,2020'Q4,-49.0,public,US,North America,B6
Spirit Airlines,2020'Q4,-34.0,public,US,North America,NK
Allegiant,2020'Q4,5.0,public,US,North America,G4
Hawaiian,2020'Q4,-37.0,public,US,North America,HA
SkyWest,2020'Q4,11.0,public,US,North America,OO
Air Canada,2020'Q4,-32.0,public,CA,North America,AC
Exchange Income Corporation,2020'Q4,25.0,public,CA,North America,
IAG,2020'Q4,-41.0,public,EU,Europe,IAG
Air France-KLM,2020'Q4,-15.0,public,EU,Europe,AF/KL
Ryanair,2020'Q4,-16.0,public,EU,Europe,FR
easyJet,2020'Q4,-11.0,public,EU,Europe,U2
Deutsche Lufthansa,2020'Q4,-14.0,public,EU,Europe,LH
Norwegian Air Shuttle,2020'Q4,-50.0,public,EU,Europe,DY
Finnair,2020'Q4,-14.0,public,EU,Europe,AY
Wizz Air,2020'Q4,-25.0,public,EU,Europe,W6
Singapore Airlines,2020'Q4,8.0,public,SG,Asia Pacific,SQ
Qantas Airways,2020'Q4,11.0,public,AU,Asia Pacific,QF
Japan Airlines,2020'Q4,-40.0,public,JP,Asia Pacific,JL
ANA Holdings,2020'Q4,-39.0,public,JP,Asia Pacific,NH
Korean Air,2020'Q4,3.0,public,KR,Asia Pacific,KE
Asiana Airlines,2020'Q4,-6.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2020'Q4,-19.0,public,HK,Asia Pacific,CX
Copa Holdings,2020'Q4,5.0,public,PA,Latin America,CM
Gol Linhas Aereas,2020'Q4,1.0,public,BR,Latin America,G3
LATAM Airlines,2020'Q4,-45.0,public,CL,Latin America,LA
Air China,2020'Q4,13.0,public,CN,China,CA
China Eastern,2020'Q4,12.0,public,CN,China,MU
China Southern,2020'Q4,17.0,public,CN,China,CZ
Hainan Airlines,2020'Q4,-32.0,public,CN,China,HU
Spring Airlines,2020'Q4,11.0,public,CN,China,9C
Juneyao Airlines,2020'Q4,4.0,public,CN,China,HO
Indigo,2020'Q4,-3.0,public,IN,India,6E
SpiceJet,2020'Q4,13.0,public,IN,India,SG
Jet Airways,2020'Q4,1.0,public,IN,India,9W
Kenya Airlines,2020'Q4,11.0,public,KE,Africa,KQ
Emirates,2020'Q4,-40.0,private,AE,Middle East,EK
Qatar Airways,2020'Q4,-41.0,private,QA,Middle East,QR
Aeroflot,2020'Q4,-48.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q4,-1.0,public,TR,Turkey,TK
Air Arabia,2020'Q4,24.0,public,AE,Middle East,G9
Jazeera Airways,2020'Q4,-13.0,public,KW,Middle East,J9
American Airlines,2021'Q1,-41.0,public,US,North America,AA
Delta Air Lines,2021'Q1,-26.0,public,US,North America,DL
Southwest Airlines,2021'Q1,-29.0,public,US,North America,WN
United Airlines,2021'Q1,-34.0,public,US,North America,UA
Alaska Air,2021'Q1,-26.0,public,US,North America,AS
JetBlue,2021'Q1,-39.0,public,US,North America,B6
Spirit Airlines,2021'Q1,-28.0,public,US,North America,NK
Allegiant,2021'Q1,7.0,public,US,North America,G4
Hawaiian,2021'Q1,-32.0,public,US,North America,HA
SkyWest,2021'Q1,12.0,public,US,North America,OO
Air Canada,2021'Q1,-30.0,public,CA,North America,AC
Exchange Income Corporation,2021'Q1,24.0,public,CA,North America,
IAG,2021'Q1,-32.0,public,EU,Europe,IAG
Air France-KLM,2021'Q1,-10.0,public,EU,Europe,AF/KL
Ryanair,2021'Q1,-10.0,public,EU,Europe,FR
easyJet,2021'Q1,-16.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q1,-9.0,public,EU,Europe,LH
Norwegian Air Shuttle,2021'Q1,-50.0,public,EU,Europe,DY
Finnair,2021'Q1,-14.0,public,EU,Europe,AY
Wizz Air,2021'Q1,-19.0,public,EU,Europe,W6
Singapore Airlines,2021'Q1,11.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q1,9.0,public,AU,Asia Pacific,QF
Japan Airlines,2021'Q1,-32.0,public,JP,Asia Pacific,JL
ANA Holdings,2021'Q1,-30.0,public,JP,Asia Pacific,NH
Korean Air,2021'Q1,6.0,public,KR,Asia Pacific,KE
Asiana Airlines,2021'Q1,-4.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2021'Q1,-13.0,public,HK,Asia Pacific,CX
Copa Holdings,2021'Q1,10.0,public,PA,Latin America,CM
Gol Linhas Aereas,2021'Q1,-8.0,public,BR,Latin America,G3
LATAM Airlines,2021'Q1,-47.0,public,CL,Latin America,LA
Air China,2021'Q1,11.0,public,CN,China,CA
China Eastern,2021'Q1,17.0,public,CN,China,MU
China Southern,2021'Q1,17.0,public,CN,China,CZ
Hainan Airlines,2021'Q1,-29.0,public,CN,China,HU
Spring Airlines,2021'Q1,11.0,public,CN,China,9C
Juneyao Airlines,2021'Q1,4.0,public,CN,China,HO
Indigo,2021'Q1,-1.0,public,IN,India,6E
SpiceJet,2021'Q1,11.0,public,IN,India,SG
Jet Airways,2021'Q1,-10.0,public,IN,India,9W
Kenya Airlines,2021'Q1,13.0,public,KE,Africa,KQ
Emirates,2021'Q1,-50.0,private,AE,Middle East,EK
Qatar Airways,2021'Q1,-50.0,private,QA,Middle East,QR
Aeroflot,2021'Q1,-38.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q1,-1.0,public,TR,Turkey,TK
Air Arabia,2021'Q1,29.0,public,AE,Middle East,G9
Jazeera Airways,2021'Q1,-1.0,public,KW,Middle East,J9
Flynas,2021'Q1,1.0,public,SA,Middle East,XY
American Airlines,2021'Q2,-31.0,public,US,North America,AA
Delta Air Lines,2021'Q2,-18.0,public,US,North America,DL
Southwest Airlines,2021'Q2,-19.0,public,US,North America,WN
United Airlines,2021'Q2,-25.0,public,US,North America,UA
Alaska Air,2021'Q2,-17.0,public,US,North America,AS
JetBlue,2021'Q2,-28.0,public,US,North America,B6
Spirit Airlines,2021'Q2,-21.0,public,US,North America,NK
Allegiant,2021'Q2,10.0,public,US,North America,G4
Hawaiian,2021'Q2,-26.0,public,US,North America,HA
SkyWest,2021'Q2,13.0,public,US,North America,OO
Air Canada,2021'Q2,-27.0,public,CA,North America,AC
Exchange Income Corporation,2021'Q2,24.0,public,CA,North America,
IAG,2021'Q2,-24.0,public,EU,Europe,IAG
Air France-KLM,2021'Q2,-5.0,public,EU,Europe,AF/KL
Ryanair,2021'Q2,-4.0,public,EU,Europe,FR
easyJet,2021'Q2,-20.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q2,-4.0,public,EU,Europe,LH
Norwegian Air Shuttle,2021'Q2,-50.0,public,EU,Europe,DY
Finnair,2021'Q2,-14.0,public,EU,Europe,AY
Wizz Air,2021'Q2,-13.0,public,EU,Europe,W6
Singapore Airlines,2021'Q2,13.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q2,6.0,public,AU,Asia Pacific,QF
Japan Airlines,2021'Q2,-24.0,public,JP,Asia Pacific,JL
ANA Holdings,2021'Q2,-20.0,public,JP,Asia Pacific,NH
Korean Air,2021'Q2,10.0,public,KR,Asia Pacific,KE
Asiana Airlines,2021'Q2,-2.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2021'Q2,-7.0,public,HK,Asia Pacific,CX
Copa Holdings,2021'Q2,15.0,public,PA,Latin America,CM
Gol Linhas Aereas,2021'Q2,-16.0,public,BR,Latin America,G3
LATAM Airlines,2021'Q2,-49.0,public,CL,Latin America,LA
Air China,2021'Q2,9.0,public,CN,China,CA
China Eastern,2021'Q2,21.0,public,CN,China,MU
China Southern,2021'Q2,16.0,public,CN,China,CZ
Hainan Airlines,2021'Q2,-26.0,public,CN,China,HU
Spring Airlines,2021'Q2,11.0,public,CN,China,9C
Juneyao Airlines,2021'Q2,4.0,public,CN,China,HO
Indigo,2021'Q2,1.0,public,IN,India,6E
SpiceJet,2021'Q2,9.0,public,IN,India,SG
Jet Airways,2021'Q2,-21.0,public,IN,India,9W
Kenya Airlines,2021'Q2,15.0,public,KE,Africa,KQ
Emirates,2021'Q2,-38.0,private,AE,Middle East,EK
Qatar Airways,2021'Q2,-35.0,private,QA,Middle East,QR
Aeroflot,2021'Q2,-28.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q2,-1.0,public,TR,Turkey,TK
Air Arabia,2021'Q2,34.0,public,AE,Middle East,G9
Jazeera Airways,2021'Q2,10.0,public,KW,Middle East,J9
Flynas,2021'Q2,1.0,public,SA,Middle East,XY
American Airlines,2021'Q3,-20.0,public,US,North America,AA
Delta Air Lines,2021'Q3,-10.0,public,US,North America,DL
Southwest Airlines,2021'Q3,-9.0,public,US,North America,WN
United Airlines,2021'Q3,-16.0,public,US,North America,UA
Alaska Air,2021'Q3,-7.0,public,US,North America,AS
JetBlue,2021'Q3,-17.0,public,US,North America,B6
Spirit Airlines,2021'Q3,-14.0,public,US,North America,NK
Allegiant,2021'Q3,12.0,public,US,North America,G4
Hawaiian,2021'Q3,-21.0,public,US,North America,HA
SkyWest,2021'Q3,13.0,public,US,North America,OO
Air Canada,2021'Q3,-24.0,public,CA,North America,AC
Exchange Income Corporation,2021'Q3,24.0,public,CA,North America,
IAG,2021'Q3,-16.0,public,EU,Europe,IAG
Air France-KLM,2021'Q3,0.0,public,EU,Europe,AF/KL
Ryanair,2021'Q3,2.0,public,EU,Europe,FR
easyJet,2021'Q3,-25.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q3,1.0,public,EU,Europe,LH
Norwegian Air Shuttle,2021'Q3,-50.0,public,EU,Europe,DY
Finnair,2021'Q3,-15.0,public,EU,Europe,AY
Wizz Air,2021'Q3,-7.0,public,EU,Europe,W6
Singapore Airlines,2021'Q3,16.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q3,4.0,public,AU,Asia Pacific,QF
Japan Airlines,2021'Q3,-16.0,public,JP,Asia Pacific,JL
ANA Holdings,2021'Q3,-11.0,public,JP,Asia Pacific,NH
Korean Air,2021'Q3,13.0,public,KR,Asia Pacific,KE
Asiana Airlines,2021'Q3,0.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2021'Q3,-2.0,public,HK,Asia Pacific,CX
Copa Holdings,2021'Q3,20.0,public,PA,Latin America,CM
Gol Linhas Aereas,2021'Q3,-24.0,public,BR,Latin America,G3
LATAM Airlines,2021'Q3,-50.0,public,CL,Latin America,LA
Air China,2021'Q3,7.0,public,CN,China,CA
China Eastern,2021'Q3,25.0,public,CN,China,MU
China Southern,2021'Q3,16.0,public,CN,China,CZ
Hainan Airlines,2021'Q3,-24.0,public,CN,China,HU
Spring Airlines,2021'Q3,11.0,public,CN,China,9C
Juneyao Airlines,2021'Q3,4.0,public,CN,China,HO
Indigo,2021'Q3,4.0,public,IN,India,6E
SpiceJet,2021'Q3,6.0,public,IN,India,SG
Jet Airways,2021'Q3,-32.0,public,IN,India,9W
Kenya Airlines,2021'Q3,17.0,public,KE,Africa,KQ
Emirates,2021'Q3,-25.0,private,AE,Middle East,EK
Qatar Airways,2021'Q3,-20.0,private,QA,Middle East,QR
Aeroflot,2021'Q3,-18.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q3,0.0,public,TR,Turkey,TK
Air Arabia,2021'Q3,39.0,public,AE,Middle East,G9
Jazeera Airways,2021'Q3,22.0,public,KW,Middle East,J9
Flynas,2021'Q3,1.0,public,SA,Middle East,XY
American Airlines,2021'Q4,-10.0,public,US,North America,AA
Delta Air Lines,2021'Q4,-2.0,public,US,North America,DL
Southwest Airlines,2021'Q4,0.0,public,US,North America,WN
United Airlines,2021'Q4,-8.0,public,US,North America,UA
Alaska Air,2021'Q4,2.0,public,US,North America,AS
JetBlue,2021'Q4,-6.0,public,US,North America,B6
Spirit Airlines,2021'Q4,-7.0,public,US,North America,NK
Allegiant,2021'Q4,15.0,public,US,North America,G4
Hawaiian,2021'Q4,-16.0,public,US,North America,HA
SkyWest,2021'Q4,14.0,public,US,North America,OO
Air Canada,2021'Q4,-22.0,public,CA,North America,AC
Exchange Income Corporation,2021'Q4,23.0,public,CA,North America,
IAG,2021'Q4,-7.0,public,EU,Europe,IAG
Air France-KLM,2021'Q4,4.0,public,EU,Europe,AF/KL
Ryanair,2021'Q4,8.0,public,EU,Europe,FR
easyJet,2021'Q4,-30.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q4,7.0,public,EU,Europe,LH
Norwegian Air Shuttle,2021'Q4,-50.0,public,EU,Europe,DY
Finnair,2021'Q4,-15.0,public,EU,Europe,AY
Wizz Air,2021'Q4,-1.0,public,EU,Europe,W6
Singapore Airlines,2021'Q4,18.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q4,2.0,public,AU,Asia Pacific,QF
Japan Airlines,2021'Q4,-8.0,public,JP,Asia Pacific,JL
ANA Holdings,2021'Q4,-1.0,public,JP,Asia Pacific,NH
Korean Air,2021'Q4,17.0,public,KR,Asia Pacific,KE
Asiana Airlines,2021'Q4,3.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2021'Q4,4.0,public,HK,Asia Pacific,CX
Copa Holdings,2021'Q4,26.0,public,PA,Latin America,CM
Gol Linhas Aereas,2021'Q4,-33.0,public,BR,Latin America,G3
LATAM Airlines,2021'Q4,-50.0,public,CL,Latin America,LA
Air China,2021'Q4,5.0,public,CN,China,CA
China Eastern,2021'Q4,29.0,public,CN,China,MU
China Southern,2021'Q4,16.0,public,CN,China,CZ
Hainan Airlines,2021'Q4,-21.0,public,CN,China,HU
Spring Airlines,2021'Q4,12.0,public,CN,China,9C
Juneyao Airlines,2021'Q4,4.0,public,CN,China,HO
Indigo,2021'Q4,6.0,public,IN,India,6E
SpiceJet,2021'Q4,4.0,public,IN,India,SG
Jet Airways,2021'Q4,-43.0,public,IN,India,9W
Kenya Airlines,2021'Q4,19.0,public,KE,Africa,KQ
Emirates,2021'Q4,-12.0,private,AE,Middle East,EK
Qatar Airways,2021'Q4,-5.0,private,QA,Middle East,QR
Aeroflot,2021'Q4,-8.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q4,0.0,public,TR,Turkey,TK
Air Arabia,2021'Q4,43.0,public,AE,Middle East,G9
Jazeera Airways,2021'Q4,34.0,public,KW,Middle East,J9
Flynas,2021'Q4,1.0,public,SA,Middle East,XY
American Airlines,2022'Q1,-6.0,public,US,North America,AA
Delta Air Lines,2022'Q1,1.0,public,US,North America,DL
Southwest Airlines,2022'Q1,3.0,public,US,North America,WN
United Airlines,2022'Q1,-3.0,public,US,North America,UA
Alaska Air,2022'Q1,5.0,public,US,North America,AS
JetBlue,2022'Q1,-4.0,public,US,North America,B6
Spirit Airlines,2022'Q1,-5.0,public,US,North America,NK
Allegiant,2022'Q1,15.0,public,US,North America,G4
Hawaiian,2022'Q1,-13.0,public,US,North America,HA
SkyWest,2022'Q1,15.0,public,US,North America,OO
Air Canada,2022'Q1,-14.0,public,CA,North America,AC
Exchange Income Corporation,2022'Q1,23.0,public,CA,North America,
IAG,2022'Q1,-2.0,public,EU,Europe,IAG
Air France-KLM,2022'Q1,7.0,public,EU,Europe,AF/KL
Ryanair,2022'Q1,11.0,public,EU,Europe,FR
easyJet,2022'Q1,-20.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q1,9.0,public,EU,Europe,LH
Norwegian Air Shuttle,2022'Q1,-49.0,public,EU,Europe,DY
Finnair,2022'Q1,-10.0,public,EU,Europe,AY
Wizz Air,2022'Q1,0.0,public,EU,Europe,W6
Singapore Airlines,2022'Q1,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q1,2.0,public,AU,Asia Pacific,QF
Japan Airlines,2022'Q1,-2.0,public,JP,Asia Pacific,JL
ANA Holdings,2022'Q1,3.0,public,JP,Asia Pacific,NH
Korean Air,2022'Q1,18.0,public,KR,Asia Pacific,KE
Asiana Airlines,2022'Q1,4.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2022'Q1,6.0,public,HK,Asia Pacific,CX
Copa Holdings,2022'Q1,25.0,public,PA,Latin America,CM
Gol Linhas Aereas,2022'Q1,-21.0,public,BR,Latin America,G3
LATAM Airlines,2022'Q1,-35.0,public,CL,Latin America,LA
Air China,2022'Q1,-2.0,public,CN,China,CA
China Eastern,2022'Q1,17.0,public,CN,China,MU
China Southern,2022'Q1,12.0,public,CN,China,CZ
Hainan Airlines,2022'Q1,-26.0,public,CN,China,HU
Spring Airlines,2022'Q1,5.0,public,CN,China,9C
Juneyao Airlines,2022'Q1,-4.0,public,CN,China,HO
Indigo,2022'Q1,9.0,public,IN,India,6E
SpiceJet,2022'Q1,5.0,public,IN,India,SG
Jet Airways,2022'Q1,-50.0,public,IN,India,9W
Kenya Airlines,2022'Q1,17.0,public,KE,Africa,KQ
Emirates,2022'Q1,-5.0,private,AE,Middle East,EK
Qatar Airways,2022'Q1,11.0,private,QA,Middle East,QR
Aeroflot,2022'Q1,-9.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2022'Q1,4.0,public,TR,Turkey,TK
Air Arabia,2022'Q1,41.0,public,AE,Middle East,G9
Jazeera Airways,2022'Q1,32.0,public,KW,Middle East,J9
Flynas,2022'Q1,2.0,public,SA,Middle East,XY
American Airlines,2022'Q2,-1.0,public,US,North America,AA
Delta Air Lines,2022'Q2,4.0,public,US,North America,DL
Southwest Airlines,2022'Q2,5.0,public,US,North America,WN
United Airlines,2022'Q2,2.0,public,US,North America,UA
Alaska Air,2022'Q2,7.0,public,US,North America,AS
JetBlue,2022'Q2,-1.0,public,US,North America,B6
Spirit Airlines,2022'Q2,-3.0,public,US,North America,NK
Allegiant,2022'Q2,15.0,public,US,North America,G4
Hawaiian,2022'Q2,-9.0,public,US,North America,HA
SkyWest,2022'Q2,17.0,public,US,North America,OO
Air Canada,2022'Q2,-6.0,public,CA,North America,AC
Exchange Income Corporation,2022'Q2,23.0,public,CA,North America,
IAG,2022'Q2,4.0,public,EU,Europe,IAG
Air France-KLM,2022'Q2,9.0,public,EU,Europe,AF/KL
Ryanair,2022'Q2,15.0,public,EU,Europe,FR
easyJet,2022'Q2,-10.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q2,12.0,public,EU,Europe,LH
Norwegian Air Shuttle,2022'Q2,-34.0,public,EU,Europe,DY
Finnair,2022'Q2,-4.0,public,EU,Europe,AY
Wizz Air,2022'Q2,1.0,public,EU,Europe,W6
Singapore Airlines,2022'Q2,23.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q2,2.0,public,AU,Asia Pacific,QF
Japan Airlines,2022'Q2,4.0,public,JP,Asia Pacific,JL
ANA Holdings,2022'Q2,7.0,public,JP,Asia Pacific,NH
Korean Air,2022'Q2,19.0,public,KR,Asia Pacific,KE
Asiana Airlines,2022'Q2,6.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2022'Q2,8.0,public,HK,Asia Pacific,CX
Copa Holdings,2022'Q2,25.0,public,PA,Latin America,CM
Gol Linhas Aereas,2022'Q2,-9.0,public,BR,Latin America,G3
LATAM Airlines,2022'Q2,-17.0,public,CL,Latin America,LA
Air China,2022'Q2,-10.0,public,CN,China,CA
China Eastern,2022'Q2,4.0,public,CN,China,MU
China Southern,2022'Q2,9.0,public,CN,China,CZ
Hainan Airlines,2022'Q2,-30.0,public,CN,China,HU
Spring Airlines,2022'Q2,-2.0,public,CN,China,9C
Juneyao Airlines,2022'Q2,-12.0,public,CN,China,HO
Indigo,2022'Q2,12.0,public,IN,India,6E
SpiceJet,2022'Q2,6.0,public,IN,India,SG
Jet Airways,2022'Q2,-50.0,public,IN,India,9W
Kenya Airlines,2022'Q2,16.0,public,KE,Africa,KQ
Emirates,2022'Q2,-1.0,private,AE,Middle East,EK
Qatar Airways,2022'Q2,10.0,private,QA,Middle East,QR
Aeroflot,2022'Q2,-10.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2022'Q2,8.0,public,TR,Turkey,TK
Air Arabia,2022'Q2,38.0,public,AE,Middle East,G9
Jazeera Airways,2022'Q2,29.0,public,KW,Middle East,J9
Flynas,2022'Q2,2.0,public,SA,Middle East,XY
American Airlines,2022'Q3,4.0,public,US,North America,AA
Delta Air Lines,2022'Q3,8.0,public,US,North America,DL
Southwest Airlines,2022'Q3,8.0,public,US,North America,WN
United Airlines,2022'Q3,6.0,public,US,North America,UA
Alaska Air,2022'Q3,9.0,public,US,North America,AS
JetBlue,2022'Q3,2.0,public,US,North America,B6
Spirit Airlines,2022'Q3,-1.0,public,US,North America,NK
Allegiant,2022'Q3,14.0,public,US,North America,G4
Hawaiian,2022'Q3,-6.0,public,US,North America,HA
SkyWest,2022'Q3,18.0,public,US,North America,OO
Air Canada,2022'Q3,1.0,public,CA,North America,AC
Exchange Income Corporation,2022'Q3,22.0,public,CA,North America,
IAG,2022'Q3,9.0,public,EU,Europe,IAG
Air France-KLM,2022'Q3,11.0,public,EU,Europe,AF/KL
Ryanair,2022'Q3,18.0,public,EU,Europe,FR
easyJet,2022'Q3,0.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q3,15.0,public,EU,Europe,LH
Norwegian Air Shuttle,2022'Q3,-18.0,public,EU,Europe,DY
Finnair,2022'Q3,1.0,public,EU,Europe,AY
Wizz Air,2022'Q3,2.0,public,EU,Europe,W6
Singapore Airlines,2022'Q3,25.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q3,2.0,public,AU,Asia Pacific,QF
Japan Airlines,2022'Q3,10.0,public,JP,Asia Pacific,JL
ANA Holdings,2022'Q3,12.0,public,JP,Asia Pacific,NH
Korean Air,2022'Q3,20.0,public,KR,Asia Pacific,KE
Asiana Airlines,2022'Q3,8.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2022'Q3,10.0,public,HK,Asia Pacific,CX
Copa Holdings,2022'Q3,25.0,public,PA,Latin America,CM
Gol Linhas Aereas,2022'Q3,3.0,public,BR,Latin America,G3
LATAM Airlines,2022'Q3,1.0,public,CL,Latin America,LA
Air China,2022'Q3,-18.0,public,CN,China,CA
China Eastern,2022'Q3,-9.0,public,CN,China,MU
China Southern,2022'Q3,5.0,public,CN,China,CZ
Hainan Airlines,2022'Q3,-35.0,public,CN,China,HU
Spring Airlines,2022'Q3,-10.0,public,CN,China,9C
Juneyao Airlines,2022'Q3,-20.0,public,CN,China,HO
Indigo,2022'Q3,15.0,public,IN,India,6E
SpiceJet,2022'Q3,6.0,public,IN,India,SG
Jet Airways,2022'Q3,-50.0,public,IN,India,9W
Kenya Airlines,2022'Q3,15.0,public,KE,Africa,KQ
Emirates,2022'Q3,2.0,private,AE,Middle East,EK
Qatar Airways,2022'Q3,8.0,private,QA,Middle East,QR
Aeroflot,2022'Q3,-11.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2022'Q3,12.0,public,TR,Turkey,TK
Air Arabia,2022'Q3,36.0,public,AE,Middle East,G9
Jazeera Airways,2022'Q3,27.0,public,KW,Middle East,J9
Flynas,2022'Q3,3.0,public,SA,Middle East,XY
American Airlines,2022'Q4,8.0,public,US,North America,AA
Delta Air Lines,2022'Q4,11.0,public,US,North America,DL
Southwest Airlines,2022'Q4,10.0,public,US,North America,WN
United Airlines,2022'Q4,11.0,public,US,North America,UA
Alaska Air,2022'Q4,11.0,public,US,North America,AS
JetBlue,2022'Q4,4.0,public,US,North America,B6
Spirit Airlines,2022'Q4,1.0,public,US,North America,NK
Allegiant,2022'Q4,14.0,public,US,North America,G4
Hawaiian,2022'Q4,-2.0,public,US,North America,HA
SkyWest,2022'Q4,19.0,public,US,North America,OO
Air Canada,2022'Q4,9.0,public,CA,North America,AC
Exchange Income Corporation,2022'Q4,22.0,public,CA,North America,
IAG,2022'Q4,15.0,public,EU,Europe,IAG
Air France-KLM,2022'Q4,13.0,public,EU,Europe,AF/KL
Ryanair,2022'Q4,22.0,public,EU,Europe,FR
easyJet,2022'Q4,10.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q4,15.0,public,EU,Europe,LH
Norwegian Air Shuttle,2022'Q4,-3.0,public,EU,Europe,DY
Finnair,2022'Q4,6.0,public,EU,Europe,AY
Wizz Air,2022'Q4,3.0,public,EU,Europe,W6
Singapore Airlines,2022'Q4,27.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q4,2.0,public,AU,Asia Pacific,QF
Japan Airlines,2022'Q4,15.0,public,JP,Asia Pacific,JL
ANA Holdings,2022'Q4,16.0,public,JP,Asia Pacific,NH
Korean Air,2022'Q4,21.0,public,KR,Asia Pacific,KE
Asiana Airlines,2022'Q4,10.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2022'Q4,12.0,public,HK,Asia Pacific,CX
Copa Holdings,2022'Q4,24.0,public,PA,Latin America,CM
Gol Linhas Aereas,2022'Q4,15.0,public,BR,Latin America,G3
LATAM Airlines,2022'Q4,18.0,public,CL,Latin America,LA
Air China,2022'Q4,-25.0,public,CN,China,CA
China Eastern,2022'Q4,-21.0,public,CN,China,MU
China Southern,2022'Q4,2.0,public,CN,China,CZ
Hainan Airlines,2022'Q4,-39.0,public,CN,China,HU
Spring Airlines,2022'Q4,-17.0,public,CN,China,9C
Juneyao Airlines,2022'Q4,-28.0,public,CN,China,HO
Indigo,2022'Q4,17.0,public,IN,India,6E
SpiceJet,2022'Q4,7.0,public,IN,India,SG
Jet Airways,2022'Q4,-50.0,public,IN,India,9W
Kenya Airlines,2022'Q4,14.0,public,KE,Africa,KQ
Emirates,2022'Q4,6.0,private,AE,Middle East,EK
Qatar Airways,2022'Q4,7.0,private,QA,Middle East,QR
Aeroflot,2022'Q4,-11.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2022'Q4,16.0,public,TR,Turkey,TK
Air Arabia,2022'Q4,33.0,public,AE,Middle East,G9
Jazeera Airways,2022'Q4,25.0,public,KW,Middle East,J9
Flynas,2022'Q4,4.0,public,SA,Middle East,XY
American Airlines,2023'Q1,9.0,public,US,North America,AA
Delta Air Lines,2023'Q1,12.0,public,US,North America,DL
Southwest Airlines,2023'Q1,9.0,public,US,North America,WN
United Airlines,2023'Q1,12.0,public,US,North America,UA
Alaska Air,2023'Q1,11.0,public,US,North America,AS
