Airline,Date,Value,Status,Country,Region,IATA
Delta Air Lines,2020'Q2,32051.0,public,US,North America,DL
Southwest Airlines,2020'Q2,15738.0,public,US,North America,WN
United Airlines,2020'Q2,29307.0,public,US,North America,UA
Alaska Air,2020'Q2,6174.0,public,US,North America,AS
JetBlue,2020'Q2,5526.0,public,US,North America,B6
SkyWest,2020'Q2,2550.0,public,US,North America,OO
Air Canada,2020'Q2,9639.0,public,CA,North America,AC
IAG,2020'Q2,19116.0,public,EU,Europe,
Ryanair,2020'Q2,5612.0,public,EU,Europe,FR
easyJet,2020'Q2,5890.0,public,EU,Europe,U2
Deutsche Lufthansa,2020'Q2,11767.0,public,EU,Europe,LH
Finnair,2020'Q2,2310.0,public,EU,Europe,AY
Singapore Airlines,2020'Q2,7023.0,public,SG,Asia Pacific,SQ
Qantas Airways,2020'Q2,11105.0,public,AU,Asia Pacific,QF
Cathay Pacific,2020'Q2,9896.0,public,HK,Asia Pacific,CX
LATAM Airlines,2020'Q2,7383.0,public,CL,Latin America,LA
Air China,2020'Q2,15678.0,public,CN,China,CA
China Eastern,2020'Q2,14088.0,public,CN,China,MU
China Southern,2020'Q2,18836.0,public,CN,China,CZ
Hainan Airlines,2020'Q2,7635.0,public,CN,China,HU
Qatar Airways,2020'Q2,10960.0,private,QA,Middle East,QR
Aeroflot,2020'Q2,7729.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q2,9947.0,public,TR,Turkey,TK
American Airlines,2020'Q3,24445.0,public,US,North America,AA
Delta Air Lines,2020'Q3,24573.0,public,US,North America,DL
Southwest Airlines,2020'Q3,12393.0,public,US,North America,WN
United Airlines,2020'Q3,22331.0,public,US,North America,UA
Alaska Air,2020'Q3,4870.0,public,US,North America,AS
JetBlue,2020'Q3,4241.0,public,US,North America,B6
SkyWest,2020'Q3,2338.0,public,US,North America,OO
Air Canada,2020'Q3,7133.0,public,CA,North America,AC
IAG,2020'Q3,14347.0,public,EU,Europe,
Ryanair,2020'Q3,3765.0,public,EU,Europe,FR
easyJet,2020'Q3,4891.0,public,EU,Europe,U2
Deutsche Lufthansa,2020'Q3,8509.0,public,EU,Europe,LH
Finnair,2020'Q3,1694.0,public,EU,Europe,AY
Singapore Airlines,2020'Q3,4928.0,public,SG,Asia Pacific,SQ
Qantas Airways,2020'Q3,10445.0,public,AU,Asia Pacific,QF
Cathay Pacific,2020'Q3,7975.0,public,HK,Asia Pacific,CX
LATAM Airlines,2020'Q3,5859.0,public,CL,Latin America,LA
Air China,2020'Q3,13487.0,public,CN,China,CA
China Eastern,2020'Q3,11968.0,public,CN,China,MU
China Southern,2020'Q3,16854.0,public,CN,China,CZ
Hainan Airlines,2020'Q3,6137.0,public,CN,China,HU
Qatar Airways,2020'Q3,9493.0,private,QA,Middle East,QR
Aeroflot,2020'Q3,6016.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q3,8341.0,public,TR,Turkey,TK
American Airlines,2020'Q4,17337.0,public,US,North America,AA
Delta Air Lines,2020'Q4,17095.0,public,US,North America,DL
Southwest Airlines,2020'Q4,9048.0,public,US,North America,WN
United Airlines,2020'Q4,15355.0,public,US,North America,UA
Alaska Air,2020'Q4,3566.0,public,US,North America,AS
JetBlue,2020'Q4,2957.0,public,US,North America,B6
SkyWest,2020'Q4,2127.0,public,US,North America,OO
Air Canada,2020'Q4,4627.0,public,CA,North America,AC
IAG,2020'Q4,9579.0,public,EU,Europe,
Air France-KLM,2020'Q4,13606.0,public,EU,Europe,AF/KL
Ryanair,2020'Q4,1918.0,public,EU,Europe,FR
easyJet,2020'Q4,3891.0,public,EU,Europe,U2
Deutsche Lufthansa,2020'Q4,5252.0,public,EU,Europe,LH
Finnair,2020'Q4,1077.0,public,EU,Europe,AY
Singapore Airlines,2020'Q4,2832.0,public,SG,Asia Pacific,SQ
Qantas Airways,2020'Q4,9785.0,public,AU,Asia Pacific,QF
Cathay Pacific,2020'Q4,6054.0,public,HK,Asia Pacific,CX
LATAM Airlines,2020'Q4,4335.0,public,CL,Latin America,LA
Air China,2020'Q4,11295.0,public,CN,China,CA
China Eastern,2020'Q4,9847.0,public,CN,China,MU
China Southern,2020'Q4,14872.0,public,CN,China,CZ
Hainan Airlines,2020'Q4,4638.0,public,CN,China,HU
Qatar Airways,2020'Q4,8026.0,private,QA,Middle East,QR
Aeroflot,2020'Q4,4303.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q4,6734.0,public,TR,Turkey,TK
American Airlines,2021'Q1,20473.0,public,US,North America,AA
Delta Air Lines,2021'Q1,20296.0,public,US,North America,DL
Southwest Airlines,2021'Q1,10734.0,public,US,North America,WN
United Airlines,2021'Q1,17675.0,public,US,North America,UA
Alaska Air,2021'Q1,4219.0,public,US,North America,AS
JetBlue,2021'Q1,3727.0,public,US,North America,B6
SkyWest,2021'Q1,2274.0,public,US,North America,OO
Air Canada,2021'Q1,4714.0,public,CA,North America,AC
IAG,2021'Q1,9578.0,public,EU,Europe,
Air France-KLM,2021'Q1,14260.0,public,EU,Europe,AF/KL
Ryanair,2021'Q1,2771.0,public,EU,Europe,FR
easyJet,2021'Q1,3436.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q1,5208.0,public,EU,Europe,LH
Finnair,2021'Q1,1063.0,public,EU,Europe,AY
Singapore Airlines,2021'Q1,3531.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q1,8454.0,public,AU,Asia Pacific,QF
Cathay Pacific,2021'Q1,6002.0,public,HK,Asia Pacific,CX
LATAM Airlines,2021'Q1,4540.0,public,CL,Latin America,LA
Air China,2021'Q1,11554.0,public,CN,China,CA
China Eastern,2021'Q1,10229.0,public,CN,China,MU
China Southern,2021'Q1,15316.0,public,CN,China,CZ
Hainan Airlines,2021'Q1,4836.0,public,CN,China,HU
Qatar Airways,2021'Q1,9835.0,private,QA,Middle East,QR
Aeroflot,2021'Q1,4927.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q1,5051.0,public,TR,Turkey,TK
American Airlines,2021'Q2,23610.0,public,US,North America,AA
Delta Air Lines,2021'Q2,23497.0,public,US,North America,DL
Southwest Airlines,2021'Q2,12419.0,public,US,North America,WN
United Airlines,2021'Q2,19995.0,public,US,North America,UA
Alaska Air,2021'Q2,4871.0,public,US,North America,AS
JetBlue,2021'Q2,4497.0,public,US,North America,B6
SkyWest,2021'Q2,2420.0,public,US,North America,OO
Air Canada,2021'Q2,4801.0,public,CA,North America,AC
IAG,2021'Q2,9577.0,public,EU,Europe,
Air France-KLM,2021'Q2,14914.0,public,EU,Europe,AF/KL
Ryanair,2021'Q2,3624.0,public,EU,Europe,FR
easyJet,2021'Q2,2982.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q2,5163.0,public,EU,Europe,LH
Finnair,2021'Q2,1049.0,public,EU,Europe,AY
Singapore Airlines,2021'Q2,4229.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q2,7124.0,public,AU,Asia Pacific,QF
Cathay Pacific,2021'Q2,5950.0,public,HK,Asia Pacific,CX
LATAM Airlines,2021'Q2,4745.0,public,CL,Latin America,LA
Air China,2021'Q2,11814.0,public,CN,China,CA
China Eastern,2021'Q2,10611.0,public,CN,China,MU
China Southern,2021'Q2,15760.0,public,CN,China,CZ
Hainan Airlines,2021'Q2,5033.0,public,CN,China,HU
Qatar Airways,2021'Q2,11645.0,private,QA,Middle East,QR
Aeroflot,2021'Q2,5551.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q2,3367.0,public,TR,Turkey,TK
American Airlines,2021'Q3,26746.0,public,US,North America,AA
Delta Air Lines,2021'Q3,26698.0,public,US,North America,DL
Southwest Airlines,2021'Q3,14105.0,public,US,North America,WN
United Airlines,2021'Q3,22314.0,public,US,North America,UA
Alaska Air,2021'Q3,5524.0,public,US,North America,AS
JetBlue,2021'Q3,5267.0,public,US,North America,B6
SkyWest,2021'Q3,2567.0,public,US,North America,OO
Air Canada,2021'Q3,4888.0,public,CA,North America,AC
IAG,2021'Q3,9577.0,public,EU,Europe,
Air France-KLM,2021'Q3,15568.0,public,EU,Europe,AF/KL
Ryanair,2021'Q3,4477.0,public,EU,Europe,FR
easyJet,2021'Q3,2527.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q3,5119.0,public,EU,Europe,LH
Finnair,2021'Q3,1034.0,public,EU,Europe,AY
Singapore Airlines,2021'Q3,4928.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q3,5794.0,public,AU,Asia Pacific,QF
Cathay Pacific,2021'Q3,5898.0,public,HK,Asia Pacific,CX
LATAM Airlines,2021'Q3,4950.0,public,CL,Latin America,LA
Air China,2021'Q3,12073.0,public,CN,China,CA
China Eastern,2021'Q3,10993.0,public,CN,China,MU
China Southern,2021'Q3,16203.0,public,CN,China,CZ
Hainan Airlines,2021'Q3,5230.0,public,CN,China,HU
Qatar Airways,2021'Q3,13454.0,private,QA,Middle East,QR
Aeroflot,2021'Q3,6174.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2021'Q3,1684.0,public,TR,Turkey,TK
American Airlines,2021'Q4,29882.0,public,US,North America,AA
Delta Air Lines,2021'Q4,29899.0,public,US,North America,DL
Southwest Airlines,2021'Q4,15790.0,public,US,North America,WN
United Airlines,2021'Q4,24634.0,public,US,North America,UA
Alaska Air,2021'Q4,6176.0,public,US,North America,AS
JetBlue,2021'Q4,6037.0,public,US,North America,B6
SkyWest,2021'Q4,2713.0,public,US,North America,OO
Air Canada,2021'Q4,4975.0,public,CA,North America,AC
IAG,2021'Q4,9576.0,public,EU,Europe,
Air France-KLM,2021'Q4,16222.0,public,EU,Europe,AF/KL
Ryanair,2021'Q4,5329.0,public,EU,Europe,FR
easyJet,2021'Q4,2073.0,public,EU,Europe,U2
Deutsche Lufthansa,2021'Q4,5074.0,public,EU,Europe,LH
Finnair,2021'Q4,1020.0,public,EU,Europe,AY
Singapore Airlines,2021'Q4,5626.0,public,SG,Asia Pacific,SQ
Qantas Airways,2021'Q4,4464.0,public,AU,Asia Pacific,QF
Cathay Pacific,2021'Q4,5846.0,public,HK,Asia Pacific,CX
LATAM Airlines,2021'Q4,5155.0,public,CL,Latin America,LA
Air China,2021'Q4,12332.0,public,CN,China,CA
China Eastern,2021'Q4,11375.0,public,CN,China,MU
China Southern,2021'Q4,16647.0,public,CN,China,CZ
Hainan Airlines,2021'Q4,5427.0,public,CN,China,HU
Qatar Airways,2021'Q4,15264.0,private,QA,Middle East,QR
Aeroflot,2021'Q4,6798.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2022'Q1,34654.0,public,US,North America,AA
Delta Air Lines,2022'Q1,35070.0,public,US,North America,DL
Southwest Airlines,2022'Q1,17796.0,public,US,North America,WN
United Airlines,2022'Q1,29714.0,public,US,North America,UA
Alaska Air,2022'Q1,7044.0,public,US,North America,AS
JetBlue,2022'Q1,6817.0,public,US,North America,B6
SkyWest,2022'Q1,2786.0,public,US,North America,OO
Air Canada,2022'Q1,6774.0,public,CA,North America,AC
IAG,2022'Q1,13333.0,public,EU,Europe,
Air France-KLM,2022'Q1,19229.0,public,EU,Europe,AF/KL
Ryanair,2022'Q1,6927.0,public,EU,Europe,FR
easyJet,2022'Q1,3154.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q1,6931.0,public,EU,Europe,LH
Finnair,2022'Q1,1435.0,public,EU,Europe,AY
Singapore Airlines,2022'Q1,7568.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q1,4950.0,public,AU,Asia Pacific,QF
Cathay Pacific,2022'Q1,6019.0,public,HK,Asia Pacific,CX
LATAM Airlines,2022'Q1,6888.0,public,CL,Latin America,LA
Air China,2022'Q1,11260.0,public,CN,China,CA
China Eastern,2022'Q1,10311.0,public,CN,China,MU
China Southern,2022'Q1,15793.0,public,CN,China,CZ
Hainan Airlines,2022'Q1,4901.0,public,CN,China,HU
Qatar Airways,2022'Q1,16451.0,private,QA,Middle East,QR
Aeroflot,2022'Q1,6991.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2022'Q2,39427.0,public,US,North America,AA
Delta Air Lines,2022'Q2,40241.0,public,US,North America,DL
Southwest Airlines,2022'Q2,19802.0,public,US,North America,WN
United Airlines,2022'Q2,34795.0,public,US,North America,UA
Alaska Air,2022'Q2,7911.0,public,US,North America,AS
JetBlue,2022'Q2,7598.0,public,US,North America,B6
SkyWest,2022'Q2,2859.0,public,US,North America,OO
Air Canada,2022'Q2,8573.0,public,CA,North America,AC
IAG,2022'Q2,17089.0,public,EU,Europe,
Air France-KLM,2022'Q2,22237.0,public,EU,Europe,AF/KL
Ryanair,2022'Q2,8524.0,public,EU,Europe,FR
easyJet,2022'Q2,4234.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q2,8787.0,public,EU,Europe,LH
Finnair,2022'Q2,1849.0,public,EU,Europe,AY
Singapore Airlines,2022'Q2,9511.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q2,5436.0,public,AU,Asia Pacific,QF
Cathay Pacific,2022'Q2,6191.0,public,HK,Asia Pacific,CX
LATAM Airlines,2022'Q2,8621.0,public,CL,Latin America,LA
Air China,2022'Q2,10188.0,public,CN,China,CA
China Eastern,2022'Q2,9247.0,public,CN,China,MU
China Southern,2022'Q2,14938.0,public,CN,China,CZ
Hainan Airlines,2022'Q2,4376.0,public,CN,China,HU
Qatar Airways,2022'Q2,17638.0,private,QA,Middle East,QR
Aeroflot,2022'Q2,7185.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2022'Q3,44199.0,public,US,North America,AA
Delta Air Lines,2022'Q3,45411.0,public,US,North America,DL
Southwest Airlines,2022'Q3,21808.0,public,US,North America,WN
United Airlines,2022'Q3,39875.0,public,US,North America,UA
Alaska Air,2022'Q3,8779.0,public,US,North America,AS
JetBlue,2022'Q3,8378.0,public,US,North America,B6
SkyWest,2022'Q3,2932.0,public,US,North America,OO
Air Canada,2022'Q3,10372.0,public,CA,North America,AC
IAG,2022'Q3,20846.0,public,EU,Europe,
Air France-KLM,2022'Q3,25244.0,public,EU,Europe,AF/KL
Ryanair,2022'Q3,10121.0,public,EU,Europe,FR
easyJet,2022'Q3,5315.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q3,10644.0,public,EU,Europe,LH
Finnair,2022'Q3,2263.0,public,EU,Europe,AY
Singapore Airlines,2022'Q3,11453.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q3,5922.0,public,AU,Asia Pacific,QF
Cathay Pacific,2022'Q3,6364.0,public,HK,Asia Pacific,CX
LATAM Airlines,2022'Q3,10353.0,public,CL,Latin America,LA
Air China,2022'Q3,9117.0,public,CN,China,CA
China Eastern,2022'Q3,8184.0,public,CN,China,MU
China Southern,2022'Q3,14084.0,public,CN,China,CZ
Hainan Airlines,2022'Q3,3850.0,public,CN,China,HU
Qatar Airways,2022'Q3,18826.0,private,QA,Middle East,QR
Aeroflot,2022'Q3,7378.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2022'Q4,48971.0,public,US,North America,AA
Delta Air Lines,2022'Q4,50582.0,public,US,North America,DL
Southwest Airlines,2022'Q4,23814.0,public,US,North America,WN
United Airlines,2022'Q4,44955.0,public,US,North America,UA
Alaska Air,2022'Q4,9646.0,public,US,North America,AS
JetBlue,2022'Q4,9158.0,public,US,North America,B6
SkyWest,2022'Q4,3005.0,public,US,North America,OO
Air Canada,2022'Q4,12171.0,public,CA,North America,AC
IAG,2022'Q4,24602.0,public,EU,Europe,
Air France-KLM,2022'Q4,28251.0,public,EU,Europe,AF/KL
Ryanair,2022'Q4,11718.0,public,EU,Europe,FR
easyJet,2022'Q4,6395.0,public,EU,Europe,U2
Deutsche Lufthansa,2022'Q4,12501.0,public,EU,Europe,LH
Finnair,2022'Q4,2677.0,public,EU,Europe,AY
Singapore Airlines,2022'Q4,13395.0,public,SG,Asia Pacific,SQ
Qantas Airways,2022'Q4,6408.0,public,AU,Asia Pacific,QF
Cathay Pacific,2022'Q4,6536.0,public,HK,Asia Pacific,CX
LATAM Airlines,2022'Q4,12086.0,public,CL,Latin America,LA
Air China,2022'Q4,8045.0,public,CN,China,CA
China Eastern,2022'Q4,7120.0,public,CN,China,MU
China Southern,2022'Q4,13229.0,public,CN,China,CZ
Hainan Airlines,2022'Q4,3324.0,public,CN,China,HU
Qatar Airways,2022'Q4,20013.0,private,QA,Middle East,QR
Aeroflot,2022'Q4,7571.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2023'Q1,49925.0,public,US,North America,AA
Delta Air Lines,2023'Q1,52449.0,public,US,North America,DL
Southwest Airlines,2023'Q1,24383.0,public,US,North America,WN
United Airlines,2023'Q1,47146.0,public,US,North America,UA
Alaska Air,2023'Q1,9841.0,public,US,North America,AS
JetBlue,2023'Q1,9272.0,public,US,North America,B6
SkyWest,2023'Q1,2988.0,public,US,North America,OO
Air Canada,2023'Q1,13245.0,public,CA,North America,AC
IAG,2023'Q1,26588.0,public,EU,Europe,
Air France-KLM,2023'Q1,29496.0,public,EU,Europe,AF/KL
Ryanair,2023'Q1,12422.0,public,EU,Europe,FR
easyJet,2023'Q1,7306.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q1,9375.0,public,EU,Europe,LH
Finnair,2023'Q1,2866.0,public,EU,Europe,AY
Singapore Airlines,2023'Q1,13574.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q1,8096.0,public,AU,Asia Pacific,QF
Cathay Pacific,2023'Q1,7926.0,public,HK,Asia Pacific,CX
LATAM Airlines,2023'Q1,12012.0,public,CL,Latin America,LA
Air China,2023'Q1,11197.0,public,CN,China,CA
China Eastern,2023'Q1,9507.0,public,CN,China,MU
China Southern,2023'Q1,15670.0,public,CN,China,CZ
Hainan Airlines,2023'Q1,4577.0,public,CN,China,HU
Qatar Airways,2023'Q1,20524.0,private,QA,Middle East,QR
Aeroflot,2023'Q1,7811.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2023'Q2,50880.0,public,US,North America,AA
Delta Air Lines,2023'Q2,54315.0,public,US,North America,DL
Southwest Airlines,2023'Q2,24953.0,public,US,North America,WN
United Airlines,2023'Q2,49336.0,public,US,North America,UA
Alaska Air,2023'Q2,10036.0,public,US,North America,AS
JetBlue,2023'Q2,9387.0,public,US,North America,B6
SkyWest,2023'Q2,2970.0,public,US,North America,OO
Air Canada,2023'Q2,14319.0,public,CA,North America,AC
IAG,2023'Q2,28574.0,public,EU,Europe,
Air France-KLM,2023'Q2,30741.0,public,EU,Europe,AF/KL
Ryanair,2023'Q2,13126.0,public,EU,Europe,FR
easyJet,2023'Q2,8216.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q2,6250.0,public,EU,Europe,LH
Finnair,2023'Q2,3054.0,public,EU,Europe,AY
Singapore Airlines,2023'Q2,13753.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q2,9784.0,public,AU,Asia Pacific,QF
Cathay Pacific,2023'Q2,9316.0,public,HK,Asia Pacific,CX
LATAM Airlines,2023'Q2,11938.0,public,CL,Latin America,LA
Air China,2023'Q2,14349.0,public,CN,China,CA
China Eastern,2023'Q2,11895.0,public,CN,China,MU
China Southern,2023'Q2,18111.0,public,CN,China,CZ
Hainan Airlines,2023'Q2,5830.0,public,CN,China,HU
Qatar Airways,2023'Q2,21036.0,private,QA,Middle East,QR
Aeroflot,2023'Q2,8051.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2023'Q3,51834.0,public,US,North America,AA
Delta Air Lines,2023'Q3,56182.0,public,US,North America,DL
Southwest Airlines,2023'Q3,25522.0,public,US,North America,WN
United Airlines,2023'Q3,51527.0,public,US,North America,UA
Alaska Air,2023'Q3,10231.0,public,US,North America,AS
JetBlue,2023'Q3,9501.0,public,US,North America,B6
SkyWest,2023'Q3,2953.0,public,US,North America,OO
Air Canada,2023'Q3,15394.0,public,CA,North America,AC
IAG,2023'Q3,30560.0,public,EU,Europe,
Air France-KLM,2023'Q3,31987.0,public,EU,Europe,AF/KL
Ryanair,2023'Q3,13830.0,public,EU,Europe,FR
easyJet,2023'Q3,9127.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q3,3125.0,public,EU,Europe,LH
Finnair,2023'Q3,3243.0,public,EU,Europe,AY
Singapore Airlines,2023'Q3,13932.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q3,11472.0,public,AU,Asia Pacific,QF
Cathay Pacific,2023'Q3,10706.0,public,HK,Asia Pacific,CX
LATAM Airlines,2023'Q3,11863.0,public,CL,Latin America,LA
Air China,2023'Q3,17501.0,public,CN,China,CA
China Eastern,2023'Q3,14282.0,public,CN,China,MU
China Southern,2023'Q3,20552.0,public,CN,China,CZ
Hainan Airlines,2023'Q3,7083.0,public,CN,China,HU
Qatar Airways,2023'Q3,21547.0,private,QA,Middle East,QR
Aeroflot,2023'Q3,8292.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2023'Q4,52788.0,public,US,North America,AA
Delta Air Lines,2023'Q4,58048.0,public,US,North America,DL
Southwest Airlines,2023'Q4,26091.0,public,US,North America,WN
United Airlines,2023'Q4,53717.0,public,US,North America,UA
Alaska Air,2023'Q4,10426.0,public,US,North America,AS
JetBlue,2023'Q4,9615.0,public,US,North America,B6
SkyWest,2023'Q4,2935.0,public,US,North America,OO
Air Canada,2023'Q4,16468.0,public,CA,North America,AC
IAG,2023'Q4,32546.0,public,EU,Europe,
Air France-KLM,2023'Q4,33232.0,public,EU,Europe,AF/KL
Ryanair,2023'Q4,14534.0,public,EU,Europe,FR
easyJet,2023'Q4,10037.0,public,EU,Europe,U2
Finnair,2023'Q4,3432.0,public,EU,Europe,AY
Singapore Airlines,2023'Q4,14111.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q4,13160.0,public,AU,Asia Pacific,QF
Cathay Pacific,2023'Q4,12096.0,public,HK,Asia Pacific,CX
LATAM Airlines,2023'Q4,11789.0,public,CL,Latin America,LA
Air China,2023'Q4,20653.0,public,CN,China,CA
China Eastern,2023'Q4,16670.0,public,CN,China,MU
China Southern,2023'Q4,22992.0,public,CN,China,CZ
Hainan Airlines,2023'Q4,8336.0,public,CN,China,HU
Qatar Airways,2023'Q4,22058.0,private,QA,Middle East,QR
Aeroflot,2023'Q4,8532.0,"taken private 2023, war",RU,Russia,SU
