Airline,Date,Value,Status,Country,Region,IATA,Revenue,EBITDA
American Airlines,2021'Q2,23610.0,public,US,North America,AA,5.0,-31.0
Delta Air Lines,2021'Q2,23497.0,public,US,North America,DL,6.0,-18.0
Southwest Airlines,2021'Q2,12419.0,public,US,North America,WN,7.0,-19.0
United Airlines,2021'Q2,19995.0,public,US,North America,UA,-2.0,-25.0
Alaska Air,2021'Q2,4871.0,public,US,North America,AS,7.0,-17.0
JetBlue,2021'Q2,4497.0,public,US,North America,B6,20.0,-28.0
Spirit Airlines,2021'Q2,2520.0,public,US,North America,NK,13.0,-21.0
Allegiant,2021'Q2,1349.0,public,US,North America,G4,13.0,10.0
Hawaiian,2021'Q2,1221.0,public,US,North America,HA,9.0,-26.0
SkyWest,2021'Q2,2420.0,public,US,North America,OO,0.0,13.0
Air Canada,2021'Q2,4801.0,public,CA,North America,AC,-30.0,-27.0
Exchange Income Corporation,2021'Q2,996.0,public,CA,North America,,5.0,24.0
IAG,2021'Q2,9577.0,public,EU,Europe,IAG,-30.0,-24.0
Air France-KLM,2021'Q2,14750.0,public,EU,Europe,AF/KL,-12.0,-5.0
Ryanair,2021'Q2,3624.0,public,EU,Europe,FR,49.0,-4.0
easyJet,2021'Q2,2982.0,public,EU,Europe,U2,-30.0,-20.0
Deutsche Lufthansa,2021'Q2,17650.0,public,EU,Europe,LH,-17.0,-4.0
Norwegian Air Shuttle,2021'Q2,818.0,public,EU,Europe,DY,-30.0,-50.0
Finnair,2021'Q2,1049.0,public,EU,Europe,AY,-30.0,-14.0
Wizz Air,2021'Q2,1387.0,public,EU,Europe,W6,24.0,-13.0
Singapore Airlines,2021'Q2,4229.0,public,SG,Asia Pacific,SQ,12.0,13.0
Qantas Airways,2021'Q2,7124.0,public,AU,Asia Pacific,QF,-30.0,6.0
Japan Airlines,2021'Q2,5116.0,public,JP,Asia Pacific,JL,-18.0,-24.0
ANA Holdings,2021'Q2,7460.0,public,JP,Asia Pacific,NH,-19.0,-20.0
Korean Air,2021'Q2,7297.0,public,KR,Asia Pacific,KE,-13.0,10.0
Asiana Airlines,2021'Q2,3611.0,public,KR,Asia Pacific,OZ,-19.0,-2.0
Cathay Pacific,2021'Q2,5950.0,public,HK,Asia Pacific,CX,-30.0,-7.0
Copa Holdings,2021'Q2,1155.0,public,PA,Latin America,CM,9.0,15.0
Gol Linhas Aereas,2021'Q2,1398.0,public,BR,Latin America,G3,-30.0,-16.0
LATAM Airlines,2021'Q2,4745.0,public,CL,Latin America,LA,-20.0,-49.0
Air China,2021'Q2,11814.0,public,CN,China,CA,-17.0,9.0
China Eastern,2021'Q2,10611.0,public,CN,China,MU,-15.0,21.0
China Southern,2021'Q2,15760.0,public,CN,China,CZ,-11.0,16.0
Hainan Airlines,2021'Q2,5033.0,public,CN,China,HU,-20.0,-26.0
Spring Airlines,2021'Q2,1768.0,public,CN,China,9C,-6.0,11.0
Juneyao Airlines,2021'Q2,1808.0,public,CN,China,HO,-7.0,4.0
Indigo,2021'Q2,2706.0,public,IN,India,6E,7.0,1.0
SpiceJet,2021'Q2,893.0,public,IN,India,SG,-14.0,9.0
Jet Airways,2021'Q2,89.0,public,IN,India,9W,68.0,-21.0
Kenya Airlines,2021'Q2,552.0,public,KE,Africa,KQ,-17.0,15.0
Emirates,2021'Q2,12902.0,private,AE,Middle East,EK,0.0,-39.0
Qatar Airways,2021'Q2,9622.0,private,QA,Middle East,QR,-12.0,-35.0
Aeroflot,2021'Q2,5551.0,"taken private 2023, war",RU,Russia,SU,-2.0,-28.0
Turkish Airlines,2021'Q2,8236.0,public,TR,Turkey,TK,-2.0,-1.0
Air Arabia,2021'Q2,684.0,public,AE,Middle East,G9,5.0,34.0
Jazeera Airways,2021'Q2,203.0,public,KW,Middle East,J9,18.0,10.0
American Airlines,2021'Q3,26746.0,public,US,North America,AA,39.0,-20.0
Delta Air Lines,2021'Q3,26698.0,public,US,North America,DL,40.0,-10.0
Southwest Airlines,2021'Q3,14105.0,public,US,North America,WN,41.0,-9.0
United Airlines,2021'Q3,22314.0,public,US,North America,UA,29.0,-16.0
Alaska Air,2021'Q3,5524.0,public,US,North America,AS,40.0,-7.0
JetBlue,2021'Q3,5267.0,public,US,North America,B6,62.0,-17.0
Spirit Airlines,2021'Q3,2876.0,public,US,North America,NK,46.0,-14.0
Allegiant,2021'Q3,1528.0,public,US,North America,G4,43.0,12.0
Hawaiian,2021'Q3,1409.0,public,US,North America,HA,49.0,-21.0
SkyWest,2021'Q3,2567.0,public,US,North America,OO,14.0,13.0
Air Canada,2021'Q3,4888.0,public,CA,North America,AC,-11.0,-24.0
Exchange Income Corporation,2021'Q3,1047.0,public,CA,North America,,14.0,24.0
IAG,2021'Q3,9577.0,public,EU,Europe,IAG,-17.0,-16.0
Air France-KLM,2021'Q3,15825.0,public,EU,Europe,AF/KL,11.0,0.0
Ryanair,2021'Q3,4477.0,public,EU,Europe,FR,100.0,2.0
easyJet,2021'Q3,2527.0,public,EU,Europe,U2,-30.0,-25.0
Deutsche Lufthansa,2021'Q3,18725.0,public,EU,Europe,LH,5.0,1.0
Norwegian Air Shuttle,2021'Q3,697.0,public,EU,Europe,DY,-30.0,-50.0
Finnair,2021'Q3,1034.0,public,EU,Europe,AY,-21.0,-15.0
Wizz Air,2021'Q3,1647.0,public,EU,Europe,W6,72.0,-7.0
Singapore Airlines,2021'Q3,4928.0,public,SG,Asia Pacific,SQ,55.0,16.0
Qantas Airways,2021'Q3,5794.0,public,AU,Asia Pacific,QF,-30.0,4.0
Japan Airlines,2021'Q3,5440.0,public,JP,Asia Pacific,JL,5.0,-16.0
ANA Holdings,2021'Q3,7898.0,public,JP,Asia Pacific,NH,4.0,-11.0
Korean Air,2021'Q3,7448.0,public,KR,Asia Pacific,KE,-2.0,13.0
Asiana Airlines,2021'Q3,3634.0,public,KR,Asia Pacific,OZ,-8.0,0.0
Cathay Pacific,2021'Q3,5898.0,public,HK,Asia Pacific,CX,-17.0,-2.0
Copa Holdings,2021'Q3,1333.0,public,PA,Latin America,CM,49.0,20.0
Gol Linhas Aereas,2021'Q3,1383.0,public,BR,Latin America,G3,-18.0,-24.0
LATAM Airlines,2021'Q3,4950.0,public,CL,Latin America,LA,0.0,-50.0
Air China,2021'Q3,12073.0,public,CN,China,CA,-4.0,7.0
China Eastern,2021'Q3,10993.0,public,CN,China,MU,0.0,25.0
China Southern,2021'Q3,16203.0,public,CN,China,CZ,0.0,16.0
Hainan Airlines,2021'Q3,5230.0,public,CN,China,HU,-1.0,-24.0
Spring Airlines,2021'Q3,1839.0,public,CN,China,9C,6.0,11.0
Juneyao Airlines,2021'Q3,1891.0,public,CN,China,HO,7.0,4.0
Indigo,2021'Q3,3063.0,public,IN,India,6E,39.0,4.0
SpiceJet,2021'Q3,946.0,public,IN,India,SG,7.0,6.0
Jet Airways,2021'Q3,98.0,public,IN,India,9W,60.0,-32.0
Kenya Airlines,2021'Q3,586.0,public,KE,Africa,KQ,6.0,17.0
Emirates,2021'Q3,14508.0,private,AE,Middle East,EK,33.0,-26.0
Qatar Airways,2021'Q3,11197.0,private,QA,Middle East,QR,18.0,-20.0
Aeroflot,2021'Q3,6174.0,"taken private 2023, war",RU,Russia,SU,28.0,-18.0
Turkish Airlines,2021'Q3,8987.0,public,TR,Turkey,TK,21.0,0.0
Air Arabia,2021'Q3,774.0,public,AE,Middle East,G9,38.0,39.0
Jazeera Airways,2021'Q3,236.0,public,KW,Middle East,J9,57.0,22.0
American Airlines,2021'Q4,29882.0,public,US,North America,AA,72.0,-10.0
Delta Air Lines,2021'Q4,29899.0,public,US,North America,DL,75.0,-2.0
Southwest Airlines,2021'Q4,15790.0,public,US,North America,WN,75.0,0.0
United Airlines,2021'Q4,24634.0,public,US,North America,UA,60.0,-8.0
Alaska Air,2021'Q4,6176.0,public,US,North America,AS,73.0,2.0
JetBlue,2021'Q4,6037.0,public,US,North America,B6,100.0,-6.0
Spirit Airlines,2021'Q4,3231.0,public,US,North America,NK,78.0,-7.0
Allegiant,2021'Q4,1708.0,public,US,North America,G4,73.0,15.0
Hawaiian,2021'Q4,1597.0,public,US,North America,HA,89.0,-16.0
SkyWest,2021'Q4,2713.0,public,US,North America,OO,28.0,14.0
Air Canada,2021'Q4,4975.0,public,CA,North America,AC,8.0,-22.0
Exchange Income Corporation,2021'Q4,1098.0,public,CA,North America,,23.0,23.0
IAG,2021'Q4,9576.0,public,EU,Europe,IAG,0.0,-7.0
Air France-KLM,2021'Q4,16900.0,public,EU,Europe,AF/KL,34.0,4.0
Ryanair,2021'Q4,5329.0,public,EU,Europe,FR,100.0,8.0
easyJet,2021'Q4,2073.0,public,EU,Europe,U2,-30.0,-30.0
Deutsche Lufthansa,2021'Q4,19800.0,public,EU,Europe,LH,28.0,7.0
Norwegian Air Shuttle,2021'Q4,575.0,public,EU,Europe,DY,-30.0,-50.0
Finnair,2021'Q4,1020.0,public,EU,Europe,AY,-5.0,-15.0
Wizz Air,2021'Q4,1907.0,public,EU,Europe,W6,100.0,-1.0
Singapore Airlines,2021'Q4,5626.0,public,SG,Asia Pacific,SQ,99.0,18.0
Qantas Airways,2021'Q4,4464.0,public,AU,Asia Pacific,QF,-30.0,2.0
Japan Airlines,2021'Q4,5764.0,public,JP,Asia Pacific,JL,29.0,-8.0
ANA Holdings,2021'Q4,8336.0,public,JP,Asia Pacific,NH,27.0,-1.0
Korean Air,2021'Q4,7599.0,public,KR,Asia Pacific,KE,9.0,17.0
Asiana Airlines,2021'Q4,3657.0,public,KR,Asia Pacific,OZ,3.0,3.0
Cathay Pacific,2021'Q4,5846.0,public,HK,Asia Pacific,CX,-3.0,4.0
Copa Holdings,2021'Q4,1510.0,public,PA,Latin America,CM,89.0,26.0
Gol Linhas Aereas,2021'Q4,1368.0,public,BR,Latin America,G3,-4.0,-33.0
LATAM Airlines,2021'Q4,5155.0,public,CL,Latin America,LA,19.0,-50.0
Air China,2021'Q4,12332.0,public,CN,China,CA,9.0,5.0
China Eastern,2021'Q4,11375.0,public,CN,China,MU,16.0,29.0
China Southern,2021'Q4,16647.0,public,CN,China,CZ,12.0,16.0
Hainan Airlines,2021'Q4,5427.0,public,CN,China,HU,17.0,-21.0
Spring Airlines,2021'Q4,1910.0,public,CN,China,9C,17.0,12.0
Juneyao Airlines,2021'Q4,1974.0,public,CN,China,HO,20.0,4.0
Indigo,2021'Q4,3421.0,public,IN,India,6E,72.0,6.0
SpiceJet,2021'Q4,999.0,public,IN,India,SG,27.0,4.0
Jet Airways,2021'Q4,107.0,public,IN,India,9W,52.0,-43.0
Kenya Airlines,2021'Q4,621.0,public,KE,Africa,KQ,28.0,19.0
Emirates,2021'Q4,16114.0,private,AE,Middle East,EK,66.0,-13.0
Qatar Airways,2021'Q4,12773.0,private,QA,Middle East,QR,48.0,-5.0
Aeroflot,2021'Q4,6798.0,"taken private 2023, war",RU,Russia,SU,58.0,-8.0
Turkish Airlines,2021'Q4,9738.0,public,TR,Turkey,TK,45.0,0.0
Air Arabia,2021'Q4,864.0,public,AE,Middle East,G9,71.0,43.0
Jazeera Airways,2021'Q4,269.0,public,KW,Middle East,J9,96.0,34.0
American Airlines,2022'Q1,34654.0,public,US,North America,AA,70.0,-6.0
Delta Air Lines,2022'Q1,35070.0,public,US,North America,DL,73.0,1.0
Southwest Airlines,2022'Q1,17796.0,public,US,North America,WN,69.0,3.0
United Airlines,2022'Q1,29714.0,public,US,North America,UA,66.0,-3.0
Alaska Air,2022'Q1,7044.0,public,US,North America,AS,69.0,5.0
JetBlue,2022'Q1,6817.0,public,US,North America,B6,91.0,-4.0
Spirit Airlines,2022'Q1,3690.0,public,US,North America,NK,73.0,-5.0
Allegiant,2022'Q1,1856.0,public,US,North America,G4,63.0,15.0
Hawaiian,2022'Q1,1858.0,public,US,North America,HA,83.0,-13.0
SkyWest,2022'Q1,2786.0,public,US,North America,OO,23.0,15.0
Air Canada,2022'Q1,6774.0,public,CA,North America,AC,42.0,-14.0
Exchange Income Corporation,2022'Q1,1202.0,public,CA,North America,,27.0,23.0
IAG,2022'Q1,13333.0,public,EU,Europe,IAG,39.0,-2.0
Air France-KLM,2022'Q1,19600.0,public,EU,Europe,AF/KL,42.0,7.0
Ryanair,2022'Q1,6927.0,public,EU,Europe,FR,100.0,11.0
easyJet,2022'Q1,3154.0,public,EU,Europe,U2,17.0,-20.0
Deutsche Lufthansa,2022'Q1,22574.0,public,EU,Europe,LH,35.0,9.0
Norwegian Air Shuttle,2022'Q1,913.0,public,EU,Europe,DY,24.0,-49.0
Finnair,2022'Q1,1435.0,public,EU,Europe,AY,37.0,-10.0
Wizz Air,2022'Q1,2526.0,public,EU,Europe,W6,100.0,0.0
Singapore Airlines,2022'Q1,7568.0,public,SG,Asia Pacific,SQ,100.0,20.0
Qantas Airways,2022'Q1,4950.0,public,AU,Asia Pacific,QF,-30.0,2.0
Japan Airlines,2022'Q1,6947.0,public,JP,Asia Pacific,JL,42.0,-2.0
ANA Holdings,2022'Q1,9450.0,public,JP,Asia Pacific,NH,33.0,3.0
Korean Air,2022'Q1,8480.0,public,KR,Asia Pacific,KE,18.0,18.0
Asiana Airlines,2022'Q1,3967.0,public,KR,Asia Pacific,OZ,10.0,4.0
Cathay Pacific,2022'Q1,6019.0,public,HK,Asia Pacific,CX,0.0,6.0
Copa Holdings,2022'Q1,1874.0,public,PA,Latin America,CM,90.0,25.0
Gol Linhas Aereas,2022'Q1,1767.0,public,BR,Latin America,G3,26.0,-21.0
LATAM Airlines,2022'Q1,6888.0,public,CL,Latin America,LA,48.0,-35.0
Air China,2022'Q1,11260.0,public,CN,China,CA,-2.0,-2.0
China Eastern,2022'Q1,10311.0,public,CN,China,MU,2.0,17.0
China Southern,2022'Q1,15793.0,public,CN,China,CZ,4.0,12.0
Hainan Airlines,2022'Q1,4901.0,public,CN,China,HU,3.0,-26.0
Spring Airlines,2022'Q1,1764.0,public,CN,China,9C,5.0,5.0
Juneyao Airlines,2022'Q1,1796.0,public,CN,China,HO,6.0,-4.0
Indigo,2022'Q1,4221.0,public,IN,India,6E,77.0,9.0
SpiceJet,2022'Q1,1027.0,public,IN,India,SG,23.0,5.0
Jet Airways,2022'Q1,108.0,public,IN,India,9W,40.0,-50.0
Kenya Airlines,2022'Q1,702.0,public,KE,Africa,KQ,34.0,17.0
Emirates,2022'Q1,19394.0,private,AE,Middle East,EK,70.0,-6.0
Qatar Airways,2022'Q1,14348.0,private,QA,Middle East,QR,78.0,11.0
Aeroflot,2022'Q1,6991.0,"taken private 2023, war",RU,Russia,SU,46.0,-9.0
Turkish Airlines,2022'Q1,11910.0,public,TR,Turkey,TK,56.0,4.0
Air Arabia,2022'Q1,1005.0,public,AE,Middle East,G9,70.0,41.0
Jazeera Airways,2022'Q1,351.0,public,KW,Middle East,J9,100.0,32.0
Flynas,2022'Q1,866.0,public,SA,Middle East,XY,80.0,2.0
American Airlines,2022'Q2,39427.0,public,US,North America,AA,68.0,-1.0
Delta Air Lines,2022'Q2,40241.0,public,US,North America,DL,72.0,4.0
Southwest Airlines,2022'Q2,19802.0,public,US,North America,WN,63.0,5.0
United Airlines,2022'Q2,34795.0,public,US,North America,UA,71.0,2.0
Alaska Air,2022'Q2,7911.0,public,US,North America,AS,65.0,7.0
JetBlue,2022'Q2,7598.0,public,US,North America,B6,78.0,-1.0
Spirit Airlines,2022'Q2,4150.0,public,US,North America,NK,68.0,-3.0
Allegiant,2022'Q2,2005.0,public,US,North America,G4,54.0,15.0
Hawaiian,2022'Q2,2119.0,public,US,North America,HA,77.0,-9.0
SkyWest,2022'Q2,2859.0,public,US,North America,OO,19.0,17.0
Air Canada,2022'Q2,8573.0,public,CA,North America,AC,76.0,-6.0
Exchange Income Corporation,2022'Q2,1306.0,public,CA,North America,,30.0,23.0
IAG,2022'Q2,17089.0,public,EU,Europe,IAG,78.0,4.0
Air France-KLM,2022'Q2,22300.0,public,EU,Europe,AF/KL,49.0,9.0
Ryanair,2022'Q2,8524.0,public,EU,Europe,FR,100.0,15.0
easyJet,2022'Q2,4234.0,public,EU,Europe,U2,81.0,-10.0
Deutsche Lufthansa,2022'Q2,25348.0,public,EU,Europe,LH,42.0,12.0
Norwegian Air Shuttle,2022'Q2,1251.0,public,EU,Europe,DY,95.0,-34.0
Finnair,2022'Q2,1849.0,public,EU,Europe,AY,79.0,-4.0
Wizz Air,2022'Q2,3145.0,public,EU,Europe,W6,100.0,1.0
Singapore Airlines,2022'Q2,9511.0,public,SG,Asia Pacific,SQ,100.0,23.0
Qantas Airways,2022'Q2,5436.0,public,AU,Asia Pacific,QF,-5.0,2.0
Japan Airlines,2022'Q2,8130.0,public,JP,Asia Pacific,JL,56.0,4.0
ANA Holdings,2022'Q2,10564.0,public,JP,Asia Pacific,NH,40.0,7.0
Korean Air,2022'Q2,9361.0,public,KR,Asia Pacific,KE,28.0,19.0
Asiana Airlines,2022'Q2,4278.0,public,KR,Asia Pacific,OZ,18.0,6.0
Cathay Pacific,2022'Q2,6191.0,public,HK,Asia Pacific,CX,4.0,8.0
Copa Holdings,2022'Q2,2237.0,public,PA,Latin America,CM,92.0,25.0
Gol Linhas Aereas,2022'Q2,2166.0,public,BR,Latin America,G3,56.0,-9.0
LATAM Airlines,2022'Q2,8621.0,public,CL,Latin America,LA,77.0,-17.0
Air China,2022'Q2,10188.0,public,CN,China,CA,-13.0,-10.0
China Eastern,2022'Q2,9247.0,public,CN,China,MU,-11.0,4.0
China Southern,2022'Q2,14938.0,public,CN,China,CZ,-4.0,9.0
Hainan Airlines,2022'Q2,4376.0,public,CN,China,HU,-11.0,-30.0
Spring Airlines,2022'Q2,1619.0,public,CN,China,9C,-7.0,-2.0
Juneyao Airlines,2022'Q2,1619.0,public,CN,China,HO,-8.0,-12.0
Indigo,2022'Q2,5021.0,public,IN,India,6E,83.0,12.0
SpiceJet,2022'Q2,1055.0,public,IN,India,SG,19.0,6.0
Jet Airways,2022'Q2,109.0,public,IN,India,9W,28.0,-50.0
Kenya Airlines,2022'Q2,784.0,public,KE,Africa,KQ,40.0,16.0
Emirates,2022'Q2,22673.0,private,AE,Middle East,EK,74.0,-2.0
Qatar Airways,2022'Q2,15971.0,private,QA,Middle East,QR,70.0,10.0
Aeroflot,2022'Q2,7185.0,"taken private 2023, war",RU,Russia,SU,35.0,-10.0
Turkish Airlines,2022'Q2,14082.0,public,TR,Turkey,TK,67.0,8.0
Air Arabia,2022'Q2,1146.0,public,AE,Middle East,G9,68.0,38.0
Jazeera Airways,2022'Q2,434.0,public,KW,Middle East,J9,100.0,29.0
Flynas,2022'Q2,1010.0,public,SA,Middle East,XY,80.0,2.0
American Airlines,2022'Q3,44199.0,public,US,North America,AA,66.0,4.0
Delta Air Lines,2022'Q3,45411.0,public,US,North America,DL,71.0,8.0
Southwest Airlines,2022'Q3,21808.0,public,US,North America,WN,57.0,8.0
United Airlines,2022'Q3,39875.0,public,US,North America,UA,77.0,6.0
Alaska Air,2022'Q3,8779.0,public,US,North America,AS,60.0,9.0
JetBlue,2022'Q3,8378.0,public,US,North America,B6,65.0,2.0
Spirit Airlines,2022'Q3,4609.0,public,US,North America,NK,62.0,-1.0
Allegiant,2022'Q3,2153.0,public,US,North America,G4,44.0,14.0
Hawaiian,2022'Q3,2380.0,public,US,North America,HA,71.0,-6.0
SkyWest,2022'Q3,2932.0,public,US,North America,OO,15.0,18.0
Air Canada,2022'Q3,10372.0,public,CA,North America,AC,100.0,1.0
Exchange Income Corporation,2022'Q3,1410.0,public,CA,North America,,34.0,22.0
IAG,2022'Q3,20846.0,public,EU,Europe,IAG,100.0,9.0
Air France-KLM,2022'Q3,25000.0,public,EU,Europe,AF/KL,56.0,11.0
Ryanair,2022'Q3,10121.0,public,EU,Europe,FR,100.0,18.0
easyJet,2022'Q3,5315.0,public,EU,Europe,U2,100.0,0.0
Deutsche Lufthansa,2022'Q3,28121.0,public,EU,Europe,LH,49.0,15.0
Norwegian Air Shuttle,2022'Q3,1588.0,public,EU,Europe,DY,100.0,-18.0
Finnair,2022'Q3,2263.0,public,EU,Europe,AY,100.0,1.0
Wizz Air,2022'Q3,3763.0,public,EU,Europe,W6,100.0,2.0
Singapore Airlines,2022'Q3,11453.0,public,SG,Asia Pacific,SQ,100.0,25.0
Qantas Airways,2022'Q3,5922.0,public,AU,Asia Pacific,QF,19.0,2.0
Japan Airlines,2022'Q3,9313.0,public,JP,Asia Pacific,JL,69.0,10.0
ANA Holdings,2022'Q3,11678.0,public,JP,Asia Pacific,NH,47.0,12.0
Korean Air,2022'Q3,10242.0,public,KR,Asia Pacific,KE,37.0,20.0
Asiana Airlines,2022'Q3,4588.0,public,KR,Asia Pacific,OZ,26.0,8.0
Cathay Pacific,2022'Q3,6364.0,public,HK,Asia Pacific,CX,8.0,10.0
Copa Holdings,2022'Q3,2601.0,public,PA,Latin America,CM,94.0,25.0
Gol Linhas Aereas,2022'Q3,2565.0,public,BR,Latin America,G3,86.0,3.0
LATAM Airlines,2022'Q3,10353.0,public,CL,Latin America,LA,100.0,1.0
Air China,2022'Q3,9117.0,public,CN,China,CA,-24.0,-18.0
China Eastern,2022'Q3,8184.0,public,CN,China,MU,-24.0,-9.0
China Southern,2022'Q3,14084.0,public,CN,China,CZ,-12.0,5.0
Hainan Airlines,2022'Q3,3850.0,public,CN,China,HU,-25.0,-35.0
Spring Airlines,2022'Q3,1473.0,public,CN,China,9C,-19.0,-10.0
Juneyao Airlines,2022'Q3,1441.0,public,CN,China,HO,-22.0,-20.0
Indigo,2022'Q3,5822.0,public,IN,India,6E,88.0,15.0
SpiceJet,2022'Q3,1082.0,public,IN,India,SG,15.0,6.0
Jet Airways,2022'Q3,111.0,public,IN,India,9W,17.0,-50.0
Kenya Airlines,2022'Q3,865.0,public,KE,Africa,KQ,47.0,15.0
Emirates,2022'Q3,25953.0,private,AE,Middle East,EK,78.0,3.0
Qatar Airways,2022'Q3,17594.0,private,QA,Middle East,QR,62.0,8.0
Aeroflot,2022'Q3,7378.0,"taken private 2023, war",RU,Russia,SU,23.0,-11.0
Turkish Airlines,2022'Q3,16254.0,public,TR,Turkey,TK,78.0,12.0
Air Arabia,2022'Q3,1287.0,public,AE,Middle East,G9,67.0,36.0
Jazeera Airways,2022'Q3,516.0,public,KW,Middle East,J9,100.0,27.0
Flynas,2022'Q3,1154.0,public,SA,Middle East,XY,80.0,3.0
American Airlines,2022'Q4,48971.0,public,US,North America,AA,64.0,8.0
Delta Air Lines,2022'Q4,50582.0,public,US,North America,DL,69.0,11.0
Southwest Airlines,2022'Q4,23814.0,public,US,North America,WN,51.0,10.0
United Airlines,2022'Q4,44955.0,public,US,North America,UA,82.0,11.0
Alaska Air,2022'Q4,9646.0,public,US,North America,AS,56.0,11.0
JetBlue,2022'Q4,9158.0,public,US,North America,B6,52.0,4.0
Spirit Airlines,2022'Q4,5068.0,public,US,North America,NK,57.0,1.0
Allegiant,2022'Q4,2302.0,public,US,North America,G4,35.0,14.0
Hawaiian,2022'Q4,2641.0,public,US,North America,HA,65.0,-2.0
SkyWest,2022'Q4,3005.0,public,US,North America,OO,11.0,19.0
Air Canada,2022'Q4,12171.0,public,CA,North America,AC,100.0,9.0
Exchange Income Corporation,2022'Q4,1514.0,public,CA,North America,,38.0,22.0
IAG,2022'Q4,24602.0,public,EU,Europe,IAG,100.0,15.0
Air France-KLM,2022'Q4,27700.0,public,EU,Europe,AF/KL,64.0,13.0
Ryanair,2022'Q4,11718.0,public,EU,Europe,FR,100.0,22.0
easyJet,2022'Q4,6395.0,public,EU,Europe,U2,100.0,10.0
Deutsche Lufthansa,2022'Q4,30895.0,public,EU,Europe,LH,56.0,15.0
Norwegian Air Shuttle,2022'Q4,1983.0,public,EU,Europe,DY,100.0,-3.0
Finnair,2022'Q4,2677.0,public,EU,Europe,AY,100.0,6.0
Wizz Air,2022'Q4,4382.0,public,EU,Europe,W6,100.0,3.0
Singapore Airlines,2022'Q4,13395.0,public,SG,Asia Pacific,SQ,100.0,27.0
Qantas Airways,2022'Q4,6408.0,public,AU,Asia Pacific,QF,44.0,2.0
Japan Airlines,2022'Q4,10496.0,public,JP,Asia Pacific,JL,82.0,15.0
ANA Holdings,2022'Q4,12792.0,public,JP,Asia Pacific,NH,53.0,16.0
Korean Air,2022'Q4,11123.0,public,KR,Asia Pacific,KE,46.0,21.0
Asiana Airlines,2022'Q4,4898.0,public,KR,Asia Pacific,OZ,34.0,10.0
Cathay Pacific,2022'Q4,6536.0,public,HK,Asia Pacific,CX,12.0,12.0
Copa Holdings,2022'Q4,2965.0,public,PA,Latin America,CM,96.0,24.0
Gol Linhas Aereas,2022'Q4,2965.0,public,BR,Latin America,G3,100.0,15.0
LATAM Airlines,2022'Q4,12086.0,public,CL,Latin America,LA,100.0,18.0
Air China,2022'Q4,8045.0,public,CN,China,CA,-30.0,-25.0
China Eastern,2022'Q4,7120.0,public,CN,China,MU,-30.0,-21.0
China Southern,2022'Q4,13229.0,public,CN,China,CZ,-21.0,2.0
Hainan Airlines,2022'Q4,3324.0,public,CN,China,HU,-30.0,-39.0
Spring Airlines,2022'Q4,1327.0,public,CN,China,9C,-30.0,-17.0
Juneyao Airlines,2022'Q4,1263.0,public,CN,China,HO,-30.0,-28.0
Indigo,2022'Q4,6622.0,public,IN,India,6E,94.0,17.0
SpiceJet,2022'Q4,1110.0,public,IN,India,SG,11.0,7.0
Jet Airways,2022'Q4,112.0,public,IN,India,9W,5.0,-50.0
Kenya Airlines,2022'Q4,947.0,public,KE,Africa,KQ,53.0,14.0
Emirates,2022'Q4,29232.0,private,AE,Middle East,EK,81.0,7.0
Qatar Airways,2022'Q4,19217.0,private,QA,Middle East,QR,54.0,7.0
Aeroflot,2022'Q4,7571.0,"taken private 2023, war",RU,Russia,SU,11.0,-11.0
Turkish Airlines,2022'Q4,18426.0,public,TR,Turkey,TK,89.0,16.0
Air Arabia,2022'Q4,1427.0,public,AE,Middle East,G9,65.0,33.0
Jazeera Airways,2022'Q4,598.0,public,KW,Middle East,J9,100.0,25.0
Flynas,2022'Q4,1299.0,public,SA,Middle East,XY,80.0,4.0
American Airlines,2023'Q1,49925.0,public,US,North America,AA,50.0,9.0
Delta Air Lines,2023'Q1,52449.0,public,US,North America,DL,56.0,12.0
Southwest Airlines,2023'Q1,24383.0,public,US,North America,WN,41.0,9.0
United Airlines,2023'Q1,47146.0,public,US,North America,UA,67.0,12.0
Alaska Air,2023'Q1,9841.0,public,US,North America,AS,44.0,11.0
JetBlue,2023'Q1,9272.0,public,US,North America,B6,40.0,5.0
Spirit Airlines,2023'Q1,5142.0,public,US,North America,NK,44.0,0.0
Allegiant,2023'Q1,2354.0,public,US,North America,G4,28.0,15.0
Hawaiian,2023'Q1,2660.0,public,US,North America,HA,50.0,-3.0
SkyWest,2023'Q1,2988.0,public,US,North America,OO,7.0,19.0
Air Canada,2023'Q1,13245.0,public,CA,North America,AC,100.0,11.0
Exchange Income Corporation,2023'Q1,1607.0,public,CA,North America,,34.0,22.0
IAG,2023'Q1,26588.0,public,EU,Europe,IAG,100.0,16.0
Air France-KLM,2023'Q1,29083.0,public,EU,Europe,AF/KL,53.0,14.0
Ryanair,2023'Q1,12422.0,public,EU,Europe,FR,96.0,22.0
easyJet,2023'Q1,7306.0,public,EU,Europe,U2,100.0,11.0
Deutsche Lufthansa,2023'Q1,32032.0,public,EU,Europe,LH,46.0,12.0
Norwegian Air Shuttle,2023'Q1,1864.0,public,EU,Europe,DY,100.0,-3.0
Finnair,2023'Q1,2866.0,public,EU,Europe,AY,100.0,9.0
Wizz Air,2023'Q1,4778.0,public,EU,Europe,W6,100.0,-2.0
Singapore Airlines,2023'Q1,13562.0,public,SG,Asia Pacific,SQ,100.0,25.0
