Airline,Date,Value,Status,Country,Region,IATA,Revenue,EBITDA
Qantas Airways,2023'Q1,8117.0,public,AU,Asia Pacific,QF,59.0,6.0
Japan Airlines,2023'Q1,10652.0,public,JP,Asia Pacific,JL,63.0,15.0
ANA Holdings,2023'Q1,12975.0,public,JP,Asia Pacific,NH,42.0,15.0
Korean Air,2023'Q1,11466.0,public,KR,Asia Pacific,KE,38.0,18.0
Asiana Airlines,2023'Q1,5152.0,public,KR,Asia Pacific,OZ,31.0,10.0
Cathay Pacific,2023'Q1,7679.0,public,HK,Asia Pacific,CX,26.0,15.0
Copa Holdings,2023'Q1,3091.0,public,PA,Latin America,CM,77.0,26.0
Gol Linhas Aereas,2023'Q1,3194.0,public,BR,Latin America,G3,95.0,16.0
LATAM Airlines,2023'Q1,11836.0,public,CL,Latin America,LA,99.0,18.0
Air China,2023'Q1,9684.0,public,CN,China,CA,-6.0,-20.0
China Eastern,2023'Q1,8584.0,public,CN,China,MU,-7.0,-17.0
China Southern,2023'Q1,14881.0,public,CN,China,CZ,-3.0,3.0
Hainan Airlines,2023'Q1,4577.0,public,CN,China,HU,9.0,-26.0
Spring Airlines,2023'Q1,1662.0,public,CN,China,9C,2.0,-7.0
Juneyao Airlines,2023'Q1,1682.0,public,CN,China,HO,6.0,-17.0
Indigo,2023'Q1,7033.0,public,IN,India,6E,76.0,19.0
SpiceJet,2023'Q1,1056.0,public,IN,India,SG,3.0,6.0
Jet Airways,2023'Q1,111.0,public,IN,India,9W,3.0,-50.0
Kenya Airlines,2023'Q1,996.0,public,KE,Africa,KQ,45.0,15.0
Emirates,2023'Q1,30175.0,private,AE,Middle East,EK,64.0,10.0
Qatar Airways,2023'Q1,20839.0,private,QA,Middle East,QR,45.0,6.0
Aeroflot,2023'Q1,7811.0,"taken private 2023, war",RU,Russia,SU,12.0,-9.0
Turkish Airlines,2023'Q1,18173.0,public,TR,Turkey,TK,66.0,14.0
Air Arabia,2023'Q1,1482.0,public,AE,Middle East,G9,53.0,34.0
Jazeera Airways,2023'Q1,611.0,public,KW,Middle East,J9,94.0,25.0
Flynas,2023'Q1,1403.0,public,SA,Middle East,XY,68.0,4.0
American Airlines,2023'Q2,50880.0,public,US,North America,AA,36.0,10.0
Delta Air Lines,2023'Q2,54315.0,public,US,North America,DL,42.0,13.0
Southwest Airlines,2023'Q2,24953.0,public,US,North America,WN,30.0,9.0
United Airlines,2023'Q2,49336.0,public,US,North America,UA,51.0,13.0
Alaska Air,2023'Q2,10036.0,public,US,North America,AS,32.0,12.0
JetBlue,2023'Q2,9387.0,public,US,North America,B6,28.0,5.0
Spirit Airlines,2023'Q2,5215.0,public,US,North America,NK,31.0,-1.0
Allegiant,2023'Q2,2406.0,public,US,North America,G4,22.0,16.0
Hawaiian,2023'Q2,2679.0,public,US,North America,HA,34.0,-4.0
SkyWest,2023'Q2,2970.0,public,US,North America,OO,4.0,18.0
Air Canada,2023'Q2,14319.0,public,CA,North America,AC,90.0,14.0
Exchange Income Corporation,2023'Q2,1699.0,public,CA,North America,,31.0,22.0
IAG,2023'Q2,28574.0,public,EU,Europe,IAG,95.0,17.0
Air France-KLM,2023'Q2,30466.0,public,EU,Europe,AF/KL,42.0,14.0
Ryanair,2023'Q2,13126.0,public,EU,Europe,FR,72.0,23.0
easyJet,2023'Q2,8216.0,public,EU,Europe,U2,100.0,12.0
Deutsche Lufthansa,2023'Q2,33169.0,public,EU,Europe,LH,35.0,11.0
Norwegian Air Shuttle,2023'Q2,1999.0,public,EU,Europe,DY,100.0,3.0
Finnair,2023'Q2,3054.0,public,EU,Europe,AY,95.0,11.0
Wizz Air,2023'Q2,5173.0,public,EU,Europe,W6,83.0,-1.0
Singapore Airlines,2023'Q2,13601.0,public,SG,Asia Pacific,SQ,71.0,26.0
Qantas Airways,2023'Q2,9814.0,public,AU,Asia Pacific,QF,75.0,10.0
Japan Airlines,2023'Q2,10808.0,public,JP,Asia Pacific,JL,44.0,15.0
ANA Holdings,2023'Q2,12972.0,public,JP,Asia Pacific,NH,28.0,16.0
Korean Air,2023'Q2,11810.0,public,KR,Asia Pacific,KE,29.0,16.0
Asiana Airlines,2023'Q2,5405.0,public,KR,Asia Pacific,OZ,27.0,9.0
Cathay Pacific,2023'Q2,8826.0,public,HK,Asia Pacific,CX,41.0,18.0
Copa Holdings,2023'Q2,3159.0,public,PA,Latin America,CM,55.0,28.0
Gol Linhas Aereas,2023'Q2,3319.0,public,BR,Latin America,G3,70.0,16.0
LATAM Airlines,2023'Q2,11448.0,public,CL,Latin America,LA,62.0,18.0
Air China,2023'Q2,12434.0,public,CN,China,CA,37.0,-10.0
China Eastern,2023'Q2,10783.0,public,CN,China,MU,33.0,-9.0
China Southern,2023'Q2,16780.0,public,CN,China,CZ,17.0,5.0
Hainan Airlines,2023'Q2,5830.0,public,CN,China,HU,56.0,-13.0
Spring Airlines,2023'Q2,1997.0,public,CN,China,9C,35.0,3.0
Juneyao Airlines,2023'Q2,2100.0,public,CN,China,HO,48.0,-5.0
Indigo,2023'Q2,7443.0,public,IN,India,6E,59.0,21.0
SpiceJet,2023'Q2,1001.0,public,IN,India,SG,-4.0,6.0
Jet Airways,2023'Q2,110.0,public,IN,India,9W,1.0,-45.0
Kenya Airlines,2023'Q2,1044.0,public,KE,Africa,KQ,37.0,16.0
Emirates,2023'Q2,31027.0,private,AE,Middle East,EK,47.0,11.0
Qatar Airways,2023'Q2,21153.0,private,QA,Middle East,QR,35.0,6.0
Aeroflot,2023'Q2,8051.0,"taken private 2023, war",RU,Russia,SU,12.0,-6.0
Turkish Airlines,2023'Q2,18715.0,public,TR,Turkey,TK,46.0,14.0
Air Arabia,2023'Q2,1538.0,public,AE,Middle East,G9,40.0,34.0
Jazeera Airways,2023'Q2,624.0,public,KW,Middle East,J9,66.0,26.0
Flynas,2023'Q2,1508.0,public,SA,Middle East,XY,56.0,5.0
American Airlines,2023'Q3,51834.0,public,US,North America,AA,22.0,11.0
Delta Air Lines,2023'Q3,56182.0,public,US,North America,DL,28.0,14.0
Southwest Airlines,2023'Q3,25522.0,public,US,North America,WN,20.0,8.0
United Airlines,2023'Q3,51527.0,public,US,North America,UA,35.0,13.0
Alaska Air,2023'Q3,10231.0,public,US,North America,AS,20.0,12.0
JetBlue,2023'Q3,9501.0,public,US,North America,B6,17.0,6.0
Spirit Airlines,2023'Q3,5289.0,public,US,North America,NK,19.0,-2.0
Allegiant,2023'Q3,2458.0,public,US,North America,G4,15.0,18.0
Hawaiian,2023'Q3,2698.0,public,US,North America,HA,18.0,-5.0
SkyWest,2023'Q3,2953.0,public,US,North America,OO,1.0,17.0
Air Canada,2023'Q3,15394.0,public,CA,North America,AC,63.0,16.0
Exchange Income Corporation,2023'Q3,1792.0,public,CA,North America,,28.0,22.0
IAG,2023'Q3,30560.0,public,EU,Europe,IAG,63.0,18.0
Air France-KLM,2023'Q3,31849.0,public,EU,Europe,AF/KL,31.0,14.0
Ryanair,2023'Q3,13830.0,public,EU,Europe,FR,48.0,23.0
easyJet,2023'Q3,9127.0,public,EU,Europe,U2,95.0,13.0
Deutsche Lufthansa,2023'Q3,34305.0,public,EU,Europe,LH,25.0,11.0
Norwegian Air Shuttle,2023'Q3,2313.0,public,EU,Europe,DY,86.0,13.0
Finnair,2023'Q3,3243.0,public,EU,Europe,AY,62.0,14.0
Wizz Air,2023'Q3,5568.0,public,EU,Europe,W6,60.0,6.0
Singapore Airlines,2023'Q3,13603.0,public,SG,Asia Pacific,SQ,36.0,26.0
Qantas Airways,2023'Q3,11789.0,public,AU,Asia Pacific,QF,95.0,14.0
Japan Airlines,2023'Q3,10963.0,public,JP,Asia Pacific,JL,25.0,17.0
ANA Holdings,2023'Q3,13399.0,public,JP,Asia Pacific,NH,18.0,17.0
Korean Air,2023'Q3,12153.0,public,KR,Asia Pacific,KE,21.0,14.0
Asiana Airlines,2023'Q3,5659.0,public,KR,Asia Pacific,OZ,24.0,9.0
Cathay Pacific,2023'Q3,10442.0,public,HK,Asia Pacific,CX,63.0,20.0
Copa Holdings,2023'Q3,3285.0,public,PA,Latin America,CM,35.0,30.0
Gol Linhas Aereas,2023'Q3,3506.0,public,BR,Latin America,G3,47.0,17.0
LATAM Airlines,2023'Q3,11451.0,public,CL,Latin America,LA,28.0,18.0
Air China,2023'Q3,16704.0,public,CN,China,CA,99.0,0.0
China Eastern,2023'Q3,13728.0,public,CN,China,MU,83.0,1.0
China Southern,2023'Q3,20000.0,public,CN,China,CZ,46.0,9.0
Hainan Airlines,2023'Q3,7653.0,public,CN,China,HU,100.0,2.0
Spring Airlines,2023'Q3,2512.0,public,CN,China,9C,82.0,14.0
Juneyao Airlines,2023'Q3,2691.0,public,CN,China,HO,100.0,7.0
Indigo,2023'Q3,7854.0,public,IN,India,6E,42.0,23.0
SpiceJet,2023'Q3,947.0,public,IN,India,SG,-12.0,5.0
Jet Airways,2023'Q3,109.0,public,IN,India,9W,-1.0,-22.0
Kenya Airlines,2023'Q3,1093.0,public,KE,Africa,KQ,29.0,17.0
Emirates,2023'Q3,31879.0,private,AE,Middle East,EK,29.0,12.0
Qatar Airways,2023'Q3,21467.0,private,QA,Middle East,QR,26.0,7.0
Aeroflot,2023'Q3,8292.0,"taken private 2023, war",RU,Russia,SU,12.0,-4.0
Turkish Airlines,2023'Q3,20430.0,public,TR,Turkey,TK,33.0,19.0
Air Arabia,2023'Q3,1593.0,public,AE,Middle East,G9,28.0,35.0
Jazeera Airways,2023'Q3,637.0,public,KW,Middle East,J9,37.0,26.0
Flynas,2023'Q3,1613.0,public,SA,Middle East,XY,44.0,6.0
American Airlines,2023'Q4,52653.0,public,US,North America,AA,8.0,10.0
Delta Air Lines,2023'Q4,57759.0,public,US,North America,DL,14.0,16.0
Southwest Airlines,2023'Q4,26391.0,public,US,North America,WN,11.0,7.0
United Airlines,2023'Q4,53914.0,public,US,North America,UA,20.0,14.0
Alaska Air,2023'Q4,10373.0,public,US,North America,AS,8.0,11.0
JetBlue,2023'Q4,9536.0,public,US,North America,B6,4.0,5.0
Spirit Airlines,2023'Q4,5344.0,public,US,North America,NK,5.0,-5.0
Allegiant,2023'Q4,2493.0,public,US,North America,G4,8.0,17.0
Hawaiian,2023'Q4,2716.0,public,US,North America,HA,3.0,-6.0
SkyWest,2023'Q4,2953.0,public,US,North America,OO,-2.0,17.0
Air Canada,2023'Q4,16257.0,public,CA,North America,AC,34.0,15.0
Exchange Income Corporation,2023'Q4,1909.0,public,CA,North America,,26.0,22.0
IAG,2023'Q4,32384.0,public,EU,Europe,IAG,32.0,17.0
Air France-KLM,2023'Q4,33101.0,public,EU,Europe,AF/KL,19.0,12.0
Ryanair,2023'Q4,13880.0,public,EU,Europe,FR,18.0,20.0
easyJet,2023'Q4,9611.0,public,EU,Europe,U2,50.0,9.0
Deutsche Lufthansa,2023'Q4,36290.0,public,EU,Europe,LH,17.0,9.0
Norwegian Air Shuttle,2023'Q4,2426.0,public,EU,Europe,DY,22.0,19.0
Finnair,2023'Q4,3391.0,public,EU,Europe,AY,27.0,21.0
Wizz Air,2023'Q4,5648.0,public,EU,Europe,W6,29.0,2.0
Singapore Airlines,2023'Q4,13987.0,public,SG,Asia Pacific,SQ,4.0,24.0
Qantas Airways,2023'Q4,13979.0,public,AU,Asia Pacific,QF,100.0,18.0
Japan Airlines,2023'Q4,11119.0,public,JP,Asia Pacific,JL,6.0,18.0
ANA Holdings,2023'Q4,14037.0,public,JP,Asia Pacific,NH,10.0,19.0
Korean Air,2023'Q4,12496.0,public,KR,Asia Pacific,KE,12.0,12.0
Asiana Airlines,2023'Q4,5912.0,public,KR,Asia Pacific,OZ,21.0,8.0
Cathay Pacific,2023'Q4,12066.0,public,HK,Asia Pacific,CX,85.0,22.0
Copa Holdings,2023'Q4,3457.0,public,PA,Latin America,CM,17.0,31.0
Gol Linhas Aereas,2023'Q4,3804.0,public,BR,Latin America,G3,28.0,19.0
LATAM Airlines,2023'Q4,11641.0,public,CL,Latin America,LA,-4.0,16.0
Air China,2023'Q4,19712.0,public,CN,China,CA,100.0,6.0
China Eastern,2023'Q4,15913.0,public,CN,China,MU,100.0,5.0
China Southern,2023'Q4,22390.0,public,CN,China,CZ,69.0,8.0
Hainan Airlines,2023'Q4,8793.0,public,CN,China,HU,100.0,11.0
Spring Airlines,2023'Q4,2835.0,public,CN,China,9C,100.0,23.0
Juneyao Airlines,2023'Q4,3103.0,public,CN,China,HO,100.0,17.0
Indigo,2023'Q4,8465.0,public,IN,India,6E,28.0,24.0
SpiceJet,2023'Q4,826.0,public,IN,India,SG,-26.0,9.0
Jet Airways,2023'Q4,108.0,public,IN,India,9W,-3.0,2.0
Kenya Airlines,2023'Q4,1142.0,public,KE,Africa,KQ,21.0,18.0
Emirates,2023'Q4,32731.0,private,AE,Middle East,EK,12.0,13.0
Qatar Airways,2023'Q4,21781.0,private,QA,Middle East,QR,16.0,7.0
Aeroflot,2023'Q4,8532.0,"taken private 2023, war",RU,Russia,SU,13.0,-1.0
Turkish Airlines,2023'Q4,21022.0,public,TR,Turkey,TK,14.0,22.0
Air Arabia,2023'Q4,1657.0,public,AE,Middle East,G9,16.0,33.0
Jazeera Airways,2023'Q4,614.0,public,KW,Middle East,J9,3.0,20.0
Flynas,2023'Q4,1718.0,public,SA,Middle East,XY,32.0,7.0
American Airlines,2024'Q1,52026.0,public,US,North America,AA,4.0,7.0
Delta Air Lines,2024'Q1,56995.0,public,US,North America,DL,9.0,14.0
Southwest Airlines,2024'Q1,26198.0,public,US,North America,WN,8.0,5.0
United Airlines,2024'Q1,53024.0,public,US,North America,UA,13.0,12.0
Alaska Air,2024'Q1,9998.0,public,US,North America,AS,2.0,10.0
JetBlue,2024'Q1,9342.0,public,US,North America,B6,1.0,4.0
Spirit Airlines,2024'Q1,5269.0,public,US,North America,NK,3.0,-5.0
Allegiant,2024'Q1,2522.0,public,US,North America,G4,7.0,15.0
SkyWest,2024'Q1,3023.0,public,US,North America,OO,1.0,19.0
Air Canada,2024'Q1,15998.0,public,CA,North America,AC,23.0,13.0
Exchange Income Corporation,2024'Q1,1882.0,public,CA,North America,,19.0,20.0
IAG,2024'Q1,31186.0,public,EU,Europe,IAG,20.0,13.0
Air France-KLM,2024'Q1,31973.0,public,EU,Europe,AF/KL,11.0,11.0
Ryanair,2024'Q1,12588.0,public,EU,Europe,FR,4.0,18.0
easyJet,2024'Q1,9164.0,public,EU,Europe,U2,32.0,14.0
Deutsche Lufthansa,2024'Q1,35406.0,public,EU,Europe,LH,11.0,10.0
Norwegian Air Shuttle,2024'Q1,2630.0,public,EU,Europe,DY,43.0,22.0
Finnair,2024'Q1,3269.0,public,EU,Europe,AY,16.0,18.0
Wizz Air,2024'Q1,5189.0,public,EU,Europe,W6,12.0,10.0
Singapore Airlines,2024'Q1,14122.0,public,SG,Asia Pacific,SQ,4.0,23.0
Qantas Airways,2024'Q1,14192.0,public,AU,Asia Pacific,QF,93.0,17.0
Japan Airlines,2024'Q1,10999.0,public,JP,Asia Pacific,JL,3.0,19.0
ANA Holdings,2024'Q1,14042.0,public,JP,Asia Pacific,NH,8.0,17.0
Korean Air,2024'Q1,12607.0,public,KR,Asia Pacific,KE,10.0,13.0
Asiana Airlines,2024'Q1,4434.0,public,KR,Asia Pacific,OZ,21.0,8.0
Cathay Pacific,2024'Q1,12459.0,public,HK,Asia Pacific,CX,71.0,21.0
Copa Holdings,2024'Q1,3483.0,public,PA,Latin America,CM,13.0,32.0
Gol Linhas Aereas,2024'Q1,3774.0,public,BR,Latin America,G3,20.0,20.0
LATAM Airlines,2024'Q1,12136.0,public,CL,Latin America,LA,3.0,17.0
Air China,2024'Q1,21611.0,public,CN,China,CA,100.0,8.0
China Eastern,2024'Q1,17265.0,public,CN,China,MU,100.0,8.0
China Southern,2024'Q1,23609.0,public,CN,China,CZ,63.0,10.0
Indigo,2024'Q1,8298.0,public,IN,India,6E,20.0,21.0
SpiceJet,2024'Q1,760.0,public,IN,India,SG,-28.0,11.0
Jet Airways,2024'Q1,107.0,public,IN,India,9W,-4.0,2.0
Emirates,2024'Q1,32640.0,private,AE,Middle East,EK,8.0,15.0
Qatar Airways,2024'Q1,22095.0,private,QA,Middle East,QR,6.0,8.0
Aeroflot,2024'Q1,8482.0,"taken private 2023, war",RU,Russia,SU,9.0,-1.0
Turkish Airlines,2024'Q1,21438.0,public,TR,Turkey,TK,18.0,23.0
Air Arabia,2024'Q1,1665.0,public,AE,Middle East,G9,13.0,32.0
Jazeera Airways,2024'Q1,602.0,public,KW,Middle East,J9,-1.0,16.0
Flynas,2024'Q1,1798.0,public,SA,Middle East,XY,29.0,6.0
American Airlines,2024'Q2,53163.0,public,US,North America,AA,5.0,7.0
Delta Air Lines,2024'Q2,59141.0,public,US,North America,DL,9.0,15.0
Southwest Airlines,2024'Q2,27029.0,public,US,North America,WN,8.0,6.0
United Airlines,2024'Q2,54580.0,public,US,North America,UA,11.0,13.0
Alaska Air,2024'Q2,10289.0,public,US,North America,AS,3.0,13.0
JetBlue,2024'Q2,9366.0,public,US,North America,B6,0.0,4.0
Spirit Airlines,2024'Q2,5209.0,public,US,North America,NK,0.0,-7.0
Allegiant,2024'Q2,2561.0,public,US,North America,G4,7.0,15.0
SkyWest,2024'Q2,3156.0,public,US,North America,OO,6.0,21.0
Air Canada,2024'Q2,15914.0,public,CA,North America,AC,14.0,13.0
Exchange Income Corporation,2024'Q2,1894.0,public,CA,North America,,13.0,20.0
IAG,2024'Q2,31935.0,public,EU,Europe,IAG,14.0,13.0
Air France-KLM,2024'Q2,32181.0,public,EU,Europe,AF/KL,7.0,9.0
Ryanair,2024'Q2,12839.0,public,EU,Europe,FR,-1.0,17.0
easyJet,2024'Q2,10472.0,public,EU,Europe,U2,30.0,15.0
Deutsche Lufthansa,2024'Q2,37266.0,public,EU,Europe,LH,13.0,9.0
Norwegian Air Shuttle,2024'Q2,2890.0,public,EU,Europe,DY,46.0,21.0
Finnair,2024'Q2,3232.0,public,EU,Europe,AY,8.0,16.0
Wizz Air,2024'Q2,5047.0,public,EU,Europe,W6,1.0,9.0
Singapore Airlines,2024'Q2,14237.0,public,SG,Asia Pacific,SQ,5.0,20.0
Qantas Airways,2024'Q2,14499.0,public,AU,Asia Pacific,QF,69.0,17.0
Japan Airlines,2024'Q2,10866.0,public,JP,Asia Pacific,JL,1.0,18.0
ANA Holdings,2024'Q2,14059.0,public,JP,Asia Pacific,NH,8.0,16.0
Korean Air,2024'Q2,12718.0,public,KR,Asia Pacific,KE,8.0,15.0
Asiana Airlines,2024'Q2,2956.0,public,KR,Asia Pacific,OZ,21.0,8.0
Cathay Pacific,2024'Q2,12854.0,public,HK,Asia Pacific,CX,57.0,20.0
Copa Holdings,2024'Q2,3493.0,public,PA,Latin America,CM,11.0,31.0
Gol Linhas Aereas,2024'Q2,3612.0,public,BR,Latin America,G3,11.0,18.0
LATAM Airlines,2024'Q2,12486.0,public,CL,Latin America,LA,9.0,17.0
Air China,2024'Q2,22279.0,public,CN,China,CA,100.0,6.0
China Eastern,2024'Q2,18426.0,public,CN,China,MU,90.0,7.0
China Southern,2024'Q2,23932.0,public,CN,China,CZ,50.0,8.0
Indigo,2024'Q2,8562.0,public,IN,India,6E,17.0,20.0
SpiceJet,2024'Q2,733.0,public,IN,India,SG,-26.0,14.0
Jet Airways,2024'Q2,109.0,public,IN,India,9W,-1.0,5.0
Emirates,2024'Q2,33046.0,private,AE,Middle East,EK,7.0,15.0
Qatar Airways,2024'Q2,22427.0,private,QA,Middle East,QR,6.0,8.0
Aeroflot,2024'Q2,8793.0,"taken private 2023, war",RU,Russia,SU,9.0,6.0
Turkish Airlines,2024'Q2,21950.0,public,TR,Turkey,TK,17.0,24.0
Air Arabia,2024'Q2,1700.0,public,AE,Middle East,G9,11.0,29.0
Jazeera Airways,2024'Q2,610.0,public,KW,Middle East,J9,-2.0,12.0
Flynas,2024'Q2,1879.0,public,SA,Middle East,XY,26.0,6.0
American Airlines,2024'Q3,53613.0,public,US,North America,AA,3.0,4.0
Delta Air Lines,2024'Q3,60306.0,public,US,North America,DL,8.0,14.0
Southwest Airlines,2024'Q3,27376.0,public,US,North America,WN,7.0,6.0
United Airlines,2024'Q3,55994.0,public,US,North America,UA,9.0,13.0
Alaska Air,2024'Q3,10754.0,public,US,North America,AS,5.0,15.0
JetBlue,2024'Q3,9327.0,public,US,North America,B6,-2.0,5.0
Spirit Airlines,2024'Q3,5065.0,public,US,North America,NK,-4.0,-10.0
Allegiant,2024'Q3,2496.0,public,US,North America,G4,2.0,12.0
SkyWest,2024'Q3,3335.0,public,US,North America,OO,13.0,23.0
Air Canada,2024'Q3,16313.0,public,CA,North America,AC,7.0,14.0
Exchange Income Corporation,2024'Q3,1948.0,public,CA,North America,,10.0,21.0
IAG,2024'Q3,34186.0,public,EU,Europe,IAG,13.0,14.0
Air France-KLM,2024'Q3,33871.0,public,EU,Europe,AF/KL,7.0,10.0
Ryanair,2024'Q3,14846.0,public,EU,Europe,FR,7.0,22.0
easyJet,2024'Q3,12002.0,public,EU,Europe,U2,31.0,16.0
Deutsche Lufthansa,2024'Q3,40362.0,public,EU,Europe,LH,18.0,7.0
Norwegian Air Shuttle,2024'Q3,3166.0,public,EU,Europe,DY,39.0,19.0
Finnair,2024'Q3,3285.0,public,EU,Europe,AY,2.0,16.0
Wizz Air,2024'Q3,5568.0,public,EU,Europe,W6,0.0,4.0
Singapore Airlines,2024'Q3,14581.0,public,SG,Asia Pacific,SQ,7.0,17.0
Qantas Airways,2024'Q3,15116.0,public,AU,Asia Pacific,QF,42.0,17.0
Japan Airlines,2024'Q3,11398.0,public,JP,Asia Pacific,JL,4.0,17.0
ANA Holdings,2024'Q3,14489.0,public,JP,Asia Pacific,NH,8.0,15.0
Korean Air,2024'Q3,12828.0,public,KR,Asia Pacific,KE,6.0,16.0
Asiana Airlines,2024'Q3,1478.0,public,KR,Asia Pacific,OZ,21.0,8.0
Cathay Pacific,2024'Q3,13127.0,public,HK,Asia Pacific,CX,34.0,20.0
Copa Holdings,2024'Q3,3480.0,public,PA,Latin America,CM,6.0,31.0
Gol Linhas Aereas,2024'Q3,3594.0,public,BR,Latin America,G3,4.0,17.0
LATAM Airlines,2024'Q3,12707.0,public,CL,Latin America,LA,11.0,17.0
Air China,2024'Q3,22927.0,public,CN,China,CA,56.0,6.0
China Eastern,2024'Q3,17747.0,public,CN,China,MU,45.0,7.0
China Southern,2024'Q3,24511.0,public,CN,China,CZ,28.0,8.0
Indigo,2024'Q3,8492.0,public,IN,India,6E,10.0,14.0
SpiceJet,2024'Q3,610.0,public,IN,India,SG,-30.0,19.0
Jet Airways,2024'Q3,110.0,public,IN,India,9W,0.0,8.0
Emirates,2024'Q3,33451.0,private,AE,Middle East,EK,5.0,16.0
Qatar Airways,2024'Q3,22758.0,private,QA,Middle East,QR,6.0,8.0
Aeroflot,2024'Q3,9772.0,"taken private 2023, war",RU,Russia,SU,18.0,7.0
Turkish Airlines,2024'Q3,22259.0,public,TR,Turkey,TK,9.0,22.0
Air Arabia,2024'Q3,1770.0,public,AE,Middle East,G9,11.0,28.0
Jazeera Airways,2024'Q3,657.0,public,KW,Middle East,J9,3.0,10.0
Flynas,2024'Q3,1960.0,public,SA,Middle East,XY,22.0,6.0
American Airlines,2024'Q4,54211.0,public,US,North America,AA,3.0,6.0
Delta Air Lines,2024'Q4,61642.0,public,US,North America,DL,7.0,13.0
Southwest Airlines,2024'Q4,27483.0,public,US,North America,WN,4.0,6.0
United Airlines,2024'Q4,57063.0,public,US,North America,UA,6.0,14.0
Alaska Air,2024'Q4,11735.0,public,US,North America,AS,13.0,16.0
JetBlue,2024'Q4,9279.0,public,US,North America,B6,-3.0,5.0
Allegiant,2024'Q4,2513.0,public,US,North America,G4,1.0,13.0
SkyWest,2024'Q4,3528.0,public,US,North America,OO,19.0,25.0
Air Canada,2024'Q4,16166.0,public,CA,North America,AC,-1.0,13.0
Exchange Income Corporation,2024'Q4,1930.0,public,CA,North America,,1.0,22.0
IAG,2024'Q4,34547.0,public,EU,Europe,IAG,7.0,16.0
Air France-KLM,2024'Q4,33854.0,public,EU,Europe,AF/KL,2.0,12.0
Ryanair,2024'Q4,14932.0,public,EU,Europe,FR,7.0,23.0
easyJet,2024'Q4,12131.0,public,EU,Europe,U2,25.0,23.0
Deutsche Lufthansa,2024'Q4,40481.0,public,EU,Europe,LH,12.0,8.0
Norwegian Air Shuttle,2024'Q4,3311.0,public,EU,Europe,DY,39.0,18.0
Finnair,2024'Q4,3291.0,public,EU,Europe,AY,-3.0,13.0
Wizz Air,2024'Q4,5612.0,public,EU,Europe,W6,0.0,13.0
Singapore Airlines,2024'Q4,14525.0,public,SG,Asia Pacific,SQ,4.0,18.0
Qantas Airways,2024'Q4,15078.0,public,AU,Asia Pacific,QF,8.0,17.0
Japan Airlines,2024'Q4,11709.0,public,JP,Asia Pacific,JL,5.0,18.0
ANA Holdings,2024'Q4,14486.0,public,JP,Asia Pacific,NH,3.0,14.0
Korean Air,2024'Q4,12939.0,public,KR,Asia Pacific,KE,4.0,18.0
Cathay Pacific,2024'Q4,13394.0,public,HK,Asia Pacific,CX,11.0,20.0
Copa Holdings,2024'Q4,3446.0,public,PA,Latin America,CM,0.0,31.0
Gol Linhas Aereas,2024'Q4,3447.0,public,BR,Latin America,G3,-9.0,15.0
LATAM Airlines,2024'Q4,12833.0,public,CL,Latin America,LA,11.0,18.0
Air China,2024'Q4,23189.0,public,CN,China,CA,20.0,7.0
China Eastern,2024'Q4,18384.0,public,CN,China,MU,18.0,12.0
China Southern,2024'Q4,24234.0,public,CN,China,CZ,9.0,9.0
Indigo,2024'Q4,8797.0,public,IN,India,6E,4.0,13.0
SpiceJet,2024'Q4,590.0,public,IN,India,SG,-27.0,11.0
Jet Airways,2024'Q4,109.0,public,IN,India,9W,1.0,9.0
Emirates,2024'Q4,33857.0,private,AE,Middle East,EK,3.0,16.0
Qatar Airways,2024'Q4,23089.0,private,QA,Middle East,QR,6.0,9.0
Aeroflot,2024'Q4,10181.0,"taken private 2023, war",RU,Russia,SU,19.0,10.0
Turkish Airlines,2024'Q4,22669.0,public,TR,Turkey,TK,8.0,18.0
Air Arabia,2024'Q4,1796.0,public,AE,Middle East,G9,8.0,27.0
Jazeera Airways,2024'Q4,676.0,public,KW,Middle East,J9,10.0,13.0
Flynas,2024'Q4,2040.0,public,SA,Middle East,XY,19.0,6.0
American Airlines,2025'Q1,54192.0,public,US,North America,AA,4.0,7.0
Delta Air Lines,2025'Q1,61934.0,public,US,North America,DL,9.0,13.0
Southwest Airlines,2025'Q1,27582.0,public,US,North America,WN,5.0,7.0
United Airlines,2025'Q1,57737.0,public,US,North America,UA,9.0,15.0
Alaska Air,2025'Q1,12640.0,public,US,North America,AS,27.0,12.0
JetBlue,2025'Q1,9210.0,public,US,North America,B6,-1.0,7.0
Allegiant,2025'Q1,2555.0,public,US,North America,G4,1.0,14.0
SkyWest,2025'Q1,3673.0,public,US,North America,OO,22.0,25.0
Air Canada,2025'Q1,15919.0,public,CA,North America,AC,-1.0,12.0
Exchange Income Corporation,2025'Q1,1950.0,public,CA,North America,,4.0,22.0
IAG,2025'Q1,35231.0,public,EU,Europe,IAG,13.0,17.0
Air France-KLM,2025'Q1,34425.0,public,EU,Europe,AF/KL,8.0,9.0
Ryanair,2025'Q1,15076.0,public,EU,Europe,FR,18.0,23.0
easyJet,2025'Q1,12352.0,public,EU,Europe,U2,33.0,18.0
Deutsche Lufthansa,2025'Q1,41297.0,public,EU,Europe,LH,17.0,8.0
Norwegian Air Shuttle,2025'Q1,3370.0,public,EU,Europe,DY,27.0,22.0
Finnair,2025'Q1,3306.0,public,EU,Europe,AY,1.0,17.0
